Date,Tournament,Surface,Round,WinnerName,LoserName,Player1,Player2,Winner,Player1Rank,Player2Rank,Score,Tour,Year
2021-04-29,Madrid,Clay,R16,Belinda Bencic,Ons Jabeur,Belinda Bencic,Ons Jabeur,Player1,11.0,25.0,7-6(2) 4-3 RET,WTA,2021
2021-04-29,Madrid,Clay,R32,Jessica Pegula,Victoria Azarenka,Jessica Pegula,Victoria Azarenka,Player1,33.0,15.0,W/O,WTA,2021
2021-04-29,Madrid,Clay,R64,Karolina Pliskova,Coco Gauff,Karolina Pliskova,Coco Gauff,Player1,9.0,35.0,5-7 6-3 6-2,WTA,2021
2021-04-29,Madrid,Clay,R64,Anastasia Pavlyuchenkova,Madison Keys,Madison Keys,Anastasia Pavlyuchenkova,Player2,23.0,41.0,7-5 6-2,WTA,2021
2021-04-29,Madrid,Clay,R64,Tamara Zidansek,Su Wei Hsieh,Tamara Zidansek,Su Wei Hsieh,Player1,80.0,65.0,6-2 6-4,WTA,2021
2021-04-29,Madrid,Clay,R32,Ons Jabeur,Sloane Stephens,Sloane Stephens,Ons Jabeur,Player2,51.0,25.0,4-6 6-1 6-3,WTA,2021
2021-04-29,Madrid,Clay,R64,Ashleigh Barty,Shelby Rogers,Ashleigh Barty,Shelby Rogers,Player1,1.0,43.0,6-2 6-1,WTA,2021
2021-04-29,Madrid,Clay,R64,Johanna Konta,Yulia Putintseva,Yulia Putintseva,Johanna Konta,Player2,30.0,18.0,6-4 6-2,WTA,2021
2021-04-29,Madrid,Clay,R16,Paula Badosa,Anastasija Sevastova,Anastasija Sevastova,Paula Badosa,Player2,54.0,62.0,6-7(0) 7-6(3) 6-0,WTA,2021
2021-04-29,Madrid,Clay,R32,Karolina Muchova,Naomi Osaka,Karolina Muchova,Naomi Osaka,Player1,20.0,2.0,6-4 3-6 6-1,WTA,2021
2021-04-29,Madrid,Clay,R64,Simona Halep,Sara Sorribes Tormo,Simona Halep,Sara Sorribes Tormo,Player1,3.0,46.0,6-0 7-5,WTA,2021
2021-04-29,Madrid,Clay,R64,Naomi Osaka,Misaki Doi,Misaki Doi,Naomi Osaka,Player2,79.0,2.0,7-5 6-2,WTA,2021
2021-04-29,Madrid,Clay,R64,Anett Kontaveit,Nina Stojanovic,Anett Kontaveit,Nina Stojanovic,Player1,29.0,88.0,7-6(4) 7-5,WTA,2021
2021-04-29,Madrid,Clay,SF,Ashleigh Barty,Paula Badosa,Paula Badosa,Ashleigh Barty,Player2,62.0,1.0,6-4 6-3,WTA,2021
2021-04-29,Madrid,Clay,F,Aryna Sabalenka,Ashleigh Barty,Aryna Sabalenka,Ashleigh Barty,Player1,7.0,1.0,6-0 3-6 6-4,WTA,2021
2021-04-29,Madrid,Clay,R64,Saisai Zheng,Magda Linette,Magda Linette,Saisai Zheng,Player2,48.0,57.0,6-2 3-6 6-1,WTA,2021
2021-04-29,Madrid,Clay,SF,Aryna Sabalenka,Anastasia Pavlyuchenkova,Aryna Sabalenka,Anastasia Pavlyuchenkova,Player1,7.0,41.0,6-2 6-3,WTA,2021
2021-04-29,Madrid,Clay,QF,Ashleigh Barty,Petra Kvitova,Ashleigh Barty,Petra Kvitova,Player1,1.0,12.0,6-1 3-6 6-3,WTA,2021
2021-04-29,Madrid,Clay,QF,Paula Badosa,Belinda Bencic,Paula Badosa,Belinda Bencic,Player1,62.0,11.0,6-4 7-5,WTA,2021
2021-04-29,Madrid,Clay,QF,Aryna Sabalenka,Elise Mertens,Aryna Sabalenka,Elise Mertens,Player1,7.0,16.0,6-1 4-0 RET,WTA,2021
2021-04-29,Madrid,Clay,R64,Maria Sakkari,Amanda Anisimova,Amanda Anisimova,Maria Sakkari,Player2,38.0,19.0,0-6 6-1 6-4,WTA,2021
2021-04-29,Madrid,Clay,R64,Elena Rybakina,Ajla Tomljanovic,Elena Rybakina,Ajla Tomljanovic,Player1,22.0,78.0,6-4 6-0,WTA,2021
2021-04-29,Madrid,Clay,R64,Daria Kasatkina,Irina Camelia Begu,Irina Camelia Begu,Daria Kasatkina,Player2,75.0,37.0,4-6 6-4 7-6(1),WTA,2021
2021-04-29,Madrid,Clay,R64,Victoria Azarenka,Ekaterina Alexandrova,Ekaterina Alexandrova,Victoria Azarenka,Player2,32.0,15.0,7-5 3-6 6-1,WTA,2021
2021-04-29,Madrid,Clay,R64,Karolina Muchova,Qiang Wang,Qiang Wang,Karolina Muchova,Player2,47.0,20.0,6-1 6-3,WTA,2021
2021-04-29,Madrid,Clay,R64,Aryna Sabalenka,Vera Zvonareva,Vera Zvonareva,Aryna Sabalenka,Player2,114.0,7.0,6-1 6-2,WTA,2021
2021-04-29,Madrid,Clay,R32,Paula Badosa,Jil Teichmann,Jil Teichmann,Paula Badosa,Player2,40.0,62.0,5-7 6-1 6-2,WTA,2021
2021-04-29,Madrid,Clay,R64,Jessica Pegula,Sorana Cirstea,Jessica Pegula,Sorana Cirstea,Player1,33.0,58.0,7-6(5) 6-3,WTA,2021
2021-04-29,Madrid,Clay,R16,Ashleigh Barty,Iga Swiatek,Iga Swiatek,Ashleigh Barty,Player2,17.0,1.0,7-5 6-4,WTA,2021
2021-04-29,Madrid,Clay,R64,Sloane Stephens,Danka Kovinic,Sloane Stephens,Danka Kovinic,Player1,51.0,63.0,6-4 6-1,WTA,2021
2021-04-29,Madrid,Clay,R64,Ons Jabeur,Yaroslava Shvedova,Ons Jabeur,Yaroslava Shvedova,Player1,25.0,725.0,6-2 6-3,WTA,2021
2021-04-29,Madrid,Clay,R64,Bernarda Pera,Petra Martic,Petra Martic,Bernarda Pera,Player2,24.0,70.0,6-3 6-2,WTA,2021
2021-04-29,Madrid,Clay,R64,Elise Mertens,Shuai Zhang,Elise Mertens,Shuai Zhang,Player1,16.0,44.0,6-3 6-3,WTA,2021
2021-04-29,Madrid,Clay,QF,Anastasia Pavlyuchenkova,Karolina Muchova,Anastasia Pavlyuchenkova,Karolina Muchova,Player1,41.0,20.0,7-6(4) 7-6(2),WTA,2021
2021-04-29,Madrid,Clay,R64,Paula Badosa,Barbora Krejcikova,Barbora Krejcikova,Paula Badosa,Player2,39.0,62.0,6-1 7-5,WTA,2021
2021-04-29,Madrid,Clay,R64,Belinda Bencic,Kristina Mladenovic,Belinda Bencic,Kristina Mladenovic,Player1,11.0,55.0,6-4 6-2,WTA,2021
2021-04-29,Madrid,Clay,R64,Jil Teichmann,Elina Svitolina,Elina Svitolina,Jil Teichmann,Player2,5.0,40.0,2-6 6-4 7-6(5),WTA,2021
2021-04-29,Madrid,Clay,R64,Kiki Bertens,Victoria Jimenez Kasintseva,Kiki Bertens,Victoria Jimenez Kasintseva,Player1,10.0,901.0,6-4 6-0,WTA,2021
2021-04-29,Madrid,Clay,R64,Anastasija Sevastova,Ana Bogdan,Ana Bogdan,Anastasija Sevastova,Player2,102.0,54.0,6-0 6-3,WTA,2021
2021-05-03,Madrid Masters,Clay,R64,Tommy Paul,Pedro Martinez,Tommy Paul,Pedro Martinez,Player1,58.0,95.0,6-4 7-5,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Aslan Karatsev,Ugo Humbert,Ugo Humbert,Aslan Karatsev,Player2,32.0,27.0,7-5 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Alexander Bublik,Marton Fucsovics,Alexander Bublik,Marton Fucsovics,Player1,44.0,45.0,7-6(5) 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Denis Shapovalov,Dusan Lajovic,Dusan Lajovic,Denis Shapovalov,Player2,38.0,14.0,6-1 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Yoshihito Nishioka,Filip Krajinovic,Yoshihito Nishioka,Filip Krajinovic,Player1,60.0,36.0,6-2 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Benoit Paire,Nikoloz Basilashvili,Benoit Paire,Nikoloz Basilashvili,Player1,35.0,31.0,6-4 7-5,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Fabio Fognini,Carlos Taberner,Fabio Fognini,Carlos Taberner,Player1,28.0,141.0,7-6(4) 2-6 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,John Isner,Miomir Kecmanovic,John Isner,Miomir Kecmanovic,Player1,39.0,47.0,6-4 7-6(6),ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Albert Ramos,Taylor Fritz,Albert Ramos,Taylor Fritz,Player1,37.0,30.0,7-5 5-7 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Federico Delbonis,Pablo Carreno Busta,Pablo Carreno Busta,Federico Delbonis,Player2,12.0,77.0,3-6 6-4 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Casper Ruud,Felix Auger Aliassime,Felix Auger Aliassime,Casper Ruud,Player2,20.0,22.0,6-1 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Lloyd Harris,Grigor Dimitrov,Grigor Dimitrov,Lloyd Harris,Player2,17.0,54.0,6-3 3-6 7-6(5),ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Jannik Sinner,Guido Pella,Guido Pella,Jannik Sinner,Player2,55.0,18.0,6-2 4-4 RET,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Marcos Giron,Pablo Andujar,Marcos Giron,Pablo Andujar,Player1,91.0,79.0,6-7(8) 7-6(4) 7-5,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Kei Nishikori,Karen Khachanov,Karen Khachanov,Kei Nishikori,Player2,23.0,43.0,6-7(6) 6-2 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Daniel Evans,Jeremy Chardy,Daniel Evans,Jeremy Chardy,Player1,26.0,51.0,7-6(6) 6-7(7) 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,John Millman,Hubert Hurkacz,John Millman,Hubert Hurkacz,Player1,42.0,16.0,5-7 7-6(7) 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Alexei Popyrin,Jan Lennard Struff,Jan Lennard Struff,Alexei Popyrin,Player2,40.0,76.0,6-3 7-6(4),ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Carlos Alcaraz,Adrian Mannarino,Carlos Alcaraz,Adrian Mannarino,Player1,120.0,34.0,6-4 6-0,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Daniil Medvedev,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Daniil Medvedev,Player2,49.0,3.0,4-6 6-4 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Cristian Garin,Dominik Koepfer,Cristian Garin,Dominik Koepfer,Player1,25.0,53.0,6-3 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Roberto Bautista Agut,Marco Cecchinato,Roberto Bautista Agut,Marco Cecchinato,Player1,11.0,104.0,6-2 6-7(3) 7-5,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Dominik Koepfer,Reilly Opelka,Reilly Opelka,Dominik Koepfer,Player2,46.0,53.0,6-4 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Cristian Garin,Fernando Verdasco,Cristian Garin,Fernando Verdasco,Player1,25.0,71.0,6-1 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Alejandro Davidovich Fokina,Pierre Hugues Herbert,Pierre Hugues Herbert,Alejandro Davidovich Fokina,Player2,85.0,49.0,6-7(5) 7-6(4) 7-6(4),ATP,2021
2021-05-03,Madrid Masters,Clay,R64,Alex De Minaur,Jaume Munar,Alex De Minaur,Jaume Munar,Player1,24.0,87.0,4-6 7-5 6-1,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Federico Delbonis,Albert Ramos,Albert Ramos,Federico Delbonis,Player2,37.0,77.0,7-6(5) 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Matteo Berrettini,Fabio Fognini,Fabio Fognini,Matteo Berrettini,Player2,28.0,10.0,6-3 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,F,Alexander Zverev,Matteo Berrettini,Alexander Zverev,Matteo Berrettini,Player1,6.0,10.0,6-7(8) 6-4 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,QF,Matteo Berrettini,Cristian Garin,Matteo Berrettini,Cristian Garin,Player1,10.0,25.0,5-7 6-3 6-0,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Alexander Bublik,Denis Shapovalov,Denis Shapovalov,Alexander Bublik,Player2,14.0,44.0,6-4 5-7 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Aslan Karatsev,Diego Schwartzman,Aslan Karatsev,Diego Schwartzman,Player1,27.0,9.0,2-6 6-4 6-1,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Andrey Rublev,Tommy Paul,Andrey Rublev,Tommy Paul,Player1,7.0,58.0,6-7(5) 6-3 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,John Isner,Roberto Bautista Agut,Roberto Bautista Agut,John Isner,Player2,11.0,39.0,6-4 6-7(4) 7-6(6),ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Alex De Minaur,Lloyd Harris,Alex De Minaur,Lloyd Harris,Player1,24.0,54.0,6-2 3-0 RET,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Dominic Thiem,Marcos Giron,Dominic Thiem,Marcos Giron,Player1,4.0,91.0,6-1 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Stefanos Tsitsipas,Benoit Paire,Benoit Paire,Stefanos Tsitsipas,Player2,35.0,5.0,6-1 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Daniel Evans,John Millman,John Millman,Daniel Evans,Player2,42.0,26.0,6-7(5) 6-2 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Alexei Popyrin,Jannik Sinner,Alexei Popyrin,Jannik Sinner,Player1,76.0,18.0,7-6(5) 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Rafael Nadal,Carlos Alcaraz,Rafael Nadal,Carlos Alcaraz,Player1,2.0,120.0,6-1 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Casper Ruud,Yoshihito Nishioka,Casper Ruud,Yoshihito Nishioka,Player1,22.0,60.0,6-1 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R32,Alexander Zverev,Kei Nishikori,Kei Nishikori,Alexander Zverev,Player2,43.0,6.0,6-3 6-2,ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Casper Ruud,Stefanos Tsitsipas,Stefanos Tsitsipas,Casper Ruud,Player2,5.0,22.0,7-6(4) 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Cristian Garin,Daniil Medvedev,Cristian Garin,Daniil Medvedev,Player1,25.0,3.0,6-4 6-7(2) 6-1,ATP,2021
2021-05-03,Madrid Masters,Clay,SF,Alexander Zverev,Dominic Thiem,Dominic Thiem,Alexander Zverev,Player2,4.0,6.0,6-3 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,SF,Matteo Berrettini,Casper Ruud,Matteo Berrettini,Casper Ruud,Player1,10.0,22.0,6-4 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,QF,Alexander Zverev,Rafael Nadal,Rafael Nadal,Alexander Zverev,Player2,2.0,6.0,6-4 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,QF,Dominic Thiem,John Isner,Dominic Thiem,John Isner,Player1,4.0,39.0,3-6 6-3 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Matteo Berrettini,Federico Delbonis,Matteo Berrettini,Federico Delbonis,Player1,10.0,77.0,7-6(4) 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Rafael Nadal,Alexei Popyrin,Rafael Nadal,Alexei Popyrin,Player1,2.0,76.0,6-3 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Alexander Zverev,Daniel Evans,Daniel Evans,Alexander Zverev,Player2,26.0,6.0,6-3 7-6(3),ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Dominic Thiem,Alex De Minaur,Dominic Thiem,Alex De Minaur,Player1,4.0,24.0,7-6(7) 6-4,ATP,2021
2021-05-03,Madrid Masters,Clay,R16,John Isner,Andrey Rublev,John Isner,Andrey Rublev,Player1,39.0,7.0,7-6(4) 3-6 7-6(4),ATP,2021
2021-05-03,Madrid Masters,Clay,R16,Alexander Bublik,Aslan Karatsev,Aslan Karatsev,Alexander Bublik,Player2,27.0,44.0,6-4 6-3,ATP,2021
2021-05-03,Madrid Masters,Clay,QF,Casper Ruud,Alexander Bublik,Casper Ruud,Alexander Bublik,Player1,22.0,44.0,7-5 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R64,David Goffin,Salvatore Caruso,Salvatore Caruso,David Goffin,Player2,81.0,13.0,6-4 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Felix Auger Aliassime,Diego Schwartzman,Felix Auger Aliassime,Diego Schwartzman,Player1,21.0,10.0,6-1 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Reilly Opelka,Richard Gasquet,Reilly Opelka,Richard Gasquet,Player1,47.0,53.0,6-1 7-5,ATP,2021
2021-05-10,Rome Masters,Clay,QF,Novak Djokovic,Stefanos Tsitsipas,Stefanos Tsitsipas,Novak Djokovic,Player2,5.0,1.0,4-6 7-5 7-5,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Stefanos Tsitsipas,Marin Cilic,Stefanos Tsitsipas,Marin Cilic,Player1,5.0,43.0,7-5 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Dominic Thiem,Marton Fucsovics,Dominic Thiem,Marton Fucsovics,Player1,4.0,44.0,3-6 7-6(5) 6-0,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Andrey Rublev,Jan Lennard Struff,Andrey Rublev,Jan Lennard Struff,Player1,7.0,41.0,6-7(7) 6-1 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Matteo Berrettini,John Millman,Matteo Berrettini,John Millman,Player1,9.0,42.0,6-4 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Alejandro Davidovich Fokina,Cameron Norrie,Alejandro Davidovich Fokina,Cameron Norrie,Player1,48.0,49.0,6-2 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,QF,Reilly Opelka,Federico Delbonis,Reilly Opelka,Federico Delbonis,Player1,47.0,64.0,7-5 7-6(2),ATP,2021
2021-05-10,Rome Masters,Clay,R64,Federico Delbonis,Karen Khachanov,Federico Delbonis,Karen Khachanov,Player1,64.0,24.0,3-6 6-4 6-0,ATP,2021
2021-05-10,Rome Masters,Clay,SF,Novak Djokovic,Lorenzo Sonego,Lorenzo Sonego,Novak Djokovic,Player2,33.0,1.0,6-3 6-7(5) 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Jan Lennard Struff,Aljaz Bedene,Jan Lennard Struff,Aljaz Bedene,Player1,41.0,57.0,6-3 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Cristian Garin,Lloyd Harris,Cristian Garin,Lloyd Harris,Player1,22.0,51.0,7-5 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Roberto Bautista Agut,Tommy Paul,Tommy Paul,Roberto Bautista Agut,Player2,55.0,11.0,6-3 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Lorenzo Sonego,Gael Monfils,Lorenzo Sonego,Gael Monfils,Player1,33.0,15.0,6-4 5-7 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Gianluca Mager,Alex De Minaur,Gianluca Mager,Alex De Minaur,Player1,90.0,23.0,6-4 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Marton Fucsovics,Yoshihito Nishioka,Yoshihito Nishioka,Marton Fucsovics,Player2,59.0,44.0,6-0 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Marin Cilic,Alexander Bublik,Marin Cilic,Alexander Bublik,Player1,43.0,40.0,4-6 6-2 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R64,John Millman,Dusan Lajovic,Dusan Lajovic,John Millman,Player2,37.0,42.0,6-3 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Matteo Berrettini,Nikoloz Basilashvili,Nikoloz Basilashvili,Matteo Berrettini,Player2,30.0,9.0,4-6 6-2 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Alejandro Davidovich Fokina,Grigor Dimitrov,Alejandro Davidovich Fokina,Grigor Dimitrov,Player1,48.0,17.0,6-4 7-6(2),ATP,2021
2021-05-10,Rome Masters,Clay,F,Rafael Nadal,Novak Djokovic,Rafael Nadal,Novak Djokovic,Player1,3.0,1.0,7-5 1-6 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Novak Djokovic,Taylor Fritz,Taylor Fritz,Novak Djokovic,Player2,31.0,1.0,6-3 7-6(5),ATP,2021
2021-05-10,Rome Masters,Clay,R64,Felix Auger Aliassime,Filip Krajinovic,Filip Krajinovic,Felix Auger Aliassime,Player2,39.0,21.0,6-3 6-7(5) 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Rafael Nadal,Denis Shapovalov,Rafael Nadal,Denis Shapovalov,Player1,3.0,14.0,3-6 6-4 7-6(3),ATP,2021
2021-05-10,Rome Masters,Clay,R32,Reilly Opelka,Lorenzo Musetti,Lorenzo Musetti,Reilly Opelka,Player2,82.0,47.0,6-4 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Reilly Opelka,Aslan Karatsev,Reilly Opelka,Aslan Karatsev,Player1,47.0,27.0,7-6(6) 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,SF,Rafael Nadal,Reilly Opelka,Reilly Opelka,Rafael Nadal,Player2,47.0,3.0,6-4 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Jannik Sinner,Ugo Humbert,Ugo Humbert,Jannik Sinner,Player2,32.0,18.0,6-2 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Stefano Travaglia,Benoit Paire,Benoit Paire,Stefano Travaglia,Player2,35.0,69.0,6-4 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Denis Shapovalov,Kamil Majchrzak,Kamil Majchrzak,Denis Shapovalov,Player2,129.0,14.0,6-1 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Pablo Carreno Busta,Laslo Djere,Laslo Djere,Pablo Carreno Busta,Player2,52.0,12.0,4-6 6-3 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Roberto Bautista Agut,Cristian Garin,Roberto Bautista Agut,Cristian Garin,Player1,11.0,22.0,7-6(5) 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Lorenzo Sonego,Gianluca Mager,Lorenzo Sonego,Gianluca Mager,Player1,33.0,90.0,6-4 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Cameron Norrie,Roberto Carballes Baena,Roberto Carballes Baena,Cameron Norrie,Player2,96.0,49.0,6-4 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Taylor Fritz,Daniel Evans,Daniel Evans,Taylor Fritz,Player2,26.0,31.0,6-3 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Rafael Nadal,Jannik Sinner,Jannik Sinner,Rafael Nadal,Player2,18.0,3.0,7-5 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Denis Shapovalov,Stefano Travaglia,Denis Shapovalov,Stefano Travaglia,Player1,14.0,69.0,7-6(2) 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Kei Nishikori,Pablo Carreno Busta,Kei Nishikori,Pablo Carreno Busta,Player1,45.0,12.0,W/O,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Alexander Zverev,Hugo Dellien,Hugo Dellien,Alexander Zverev,Player2,128.0,6.0,6-2 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Aslan Karatsev,Daniil Medvedev,Daniil Medvedev,Aslan Karatsev,Player2,2.0,27.0,6-2 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R32,Federico Delbonis,David Goffin,Federico Delbonis,David Goffin,Player1,64.0,13.0,6-2 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Kei Nishikori,Fabio Fognini,Kei Nishikori,Fabio Fognini,Player1,45.0,28.0,6-3 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Hugo Dellien,Adrian Mannarino,Hugo Dellien,Adrian Mannarino,Player1,128.0,36.0,2-6 7-5 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Aslan Karatsev,Miomir Kecmanovic,Miomir Kecmanovic,Aslan Karatsev,Player2,46.0,27.0,7-6(2) 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,QF,Lorenzo Sonego,Andrey Rublev,Andrey Rublev,Lorenzo Sonego,Player2,7.0,33.0,3-6 6-4 6-3,ATP,2021
2021-05-10,Rome Masters,Clay,QF,Rafael Nadal,Alexander Zverev,Rafael Nadal,Alexander Zverev,Player1,3.0,6.0,6-3 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Novak Djokovic,Alejandro Davidovich Fokina,Novak Djokovic,Alejandro Davidovich Fokina,Player1,1.0,48.0,6-2 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Stefanos Tsitsipas,Matteo Berrettini,Stefanos Tsitsipas,Matteo Berrettini,Player1,5.0,9.0,7-6(3) 6-2,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Lorenzo Sonego,Dominic Thiem,Lorenzo Sonego,Dominic Thiem,Player1,33.0,4.0,6-4 6-7(5) 7-6(5),ATP,2021
2021-05-10,Rome Masters,Clay,R16,Andrey Rublev,Roberto Bautista Agut,Roberto Bautista Agut,Andrey Rublev,Player2,11.0,7.0,6-4 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Federico Delbonis,Felix Auger Aliassime,Federico Delbonis,Felix Auger Aliassime,Player1,64.0,21.0,7-6(3) 6-1,ATP,2021
2021-05-10,Rome Masters,Clay,R16,Alexander Zverev,Kei Nishikori,Alexander Zverev,Kei Nishikori,Player1,6.0,45.0,4-6 6-3 6-4,ATP,2021
2021-05-10,Rome Masters,Clay,R64,Lorenzo Musetti,Hubert Hurkacz,Hubert Hurkacz,Lorenzo Musetti,Player2,19.0,82.0,6-4 2-0 RET,ATP,2021
2021-05-10,Rome,Clay,R16,Elina Svitolina,Garbine Muguruza,Elina Svitolina,Garbine Muguruza,Player1,6.0,12.0,6-4 6-2,WTA,2021
2021-05-10,Rome,Clay,R64,Iga Swiatek,Alison Riske Amritraj,Iga Swiatek,Alison Riske Amritraj,Player1,15.0,27.0,5-4 RET,WTA,2021
2021-05-10,Rome,Clay,F,Iga Swiatek,Karolina Pliskova,Karolina Pliskova,Iga Swiatek,Player2,9.0,15.0,6-0 6-0,WTA,2021
2021-05-10,Rome,Clay,SF,Iga Swiatek,Coco Gauff,Iga Swiatek,Coco Gauff,Player1,15.0,35.0,7-6(3) 6-3,WTA,2021
2021-05-10,Rome,Clay,SF,Karolina Pliskova,Petra Martic,Karolina Pliskova,Petra Martic,Player1,9.0,25.0,6-1 3-6 6-2,WTA,2021
2021-05-10,Rome,Clay,QF,Coco Gauff,Ashleigh Barty,Ashleigh Barty,Coco Gauff,Player2,1.0,35.0,4-6 1-2 RET,WTA,2021
2021-05-10,Rome,Clay,QF,Iga Swiatek,Elina Svitolina,Elina Svitolina,Iga Swiatek,Player2,6.0,15.0,6-2 7-5,WTA,2021
2021-05-10,Rome,Clay,QF,Karolina Pliskova,Jelena Ostapenko,Jelena Ostapenko,Karolina Pliskova,Player2,49.0,9.0,4-6 7-5 7-6(1),WTA,2021
