Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Season,Winner
2024-02-22,Toronto Raptors,Brooklyn Nets,121,93,0.488,0.413,0.452,0.297,0.833,0.727,45,39,24,19,10,19,2023-24,Home
2024-02-22,Chicago Bulls,Boston Celtics,112,129,0.468,0.542,0.357,0.489,0.875,0.762,45,36,30,27,13,13,2023-24,Away
2024-02-22,Denver Nuggets,Washington Wizards,130,110,0.554,0.385,0.226,0.447,0.733,0.565,60,40,41,30,16,14,2023-24,Home
2024-02-22,Philadelphia 76ers,New York Knicks,96,110,0.44,0.481,0.345,0.441,0.857,0.704,38,45,23,24,18,15,2023-24,Away
2024-02-22,Oklahoma City Thunder,LA Clippers,129,107,0.556,0.452,0.486,0.375,0.706,0.846,44,42,24,27,12,14,2023-24,Home
2024-02-22,New Orleans Pelicans,Houston Rockets,127,105,0.521,0.439,0.39,0.366,0.611,0.643,43,44,35,27,13,22,2023-24,Home
2024-02-22,Dallas Mavericks,Phoenix Suns,123,113,0.478,0.482,0.432,0.417,0.857,0.75,39,41,24,20,10,16,2023-24,Home
2024-02-22,Utah Jazz,Charlotte Hornets,107,115,0.43,0.435,0.231,0.476,0.889,0.682,54,42,26,28,19,9,2023-24,Away
2024-02-22,Indiana Pacers,Detroit Pistons,129,115,0.532,0.528,0.433,0.4,0.842,0.5,42,41,36,27,13,15,2023-24,Home
2024-02-23,Golden State Warriors,Charlotte Hornets,97,84,0.427,0.364,0.31,0.282,0.8,0.818,53,43,28,21,21,18,2023-24,Home
2024-02-23,Oklahoma City Thunder,Washington Wizards,147,106,0.598,0.394,0.5,0.237,0.81,0.714,56,43,30,20,15,14,2023-24,Home
2024-02-23,Minnesota Timberwolves,Milwaukee Bucks,107,112,0.439,0.471,0.371,0.351,0.615,0.68,52,47,23,24,13,10,2023-24,Away
2024-02-23,New Orleans Pelicans,Miami Heat,95,106,0.375,0.463,0.219,0.448,0.769,0.68,54,46,20,20,11,14,2023-24,Away
2024-02-23,Atlanta Hawks,Toronto Raptors,121,123,0.434,0.49,0.308,0.385,0.708,1.0,54,47,27,37,9,11,2023-24,Away
2024-02-23,Portland Trail Blazers,Denver Nuggets,112,127,0.455,0.588,0.32,0.394,0.667,0.636,45,45,25,38,10,12,2023-24,Away
2024-02-23,Houston Rockets,Phoenix Suns,114,110,0.398,0.4,0.333,0.226,0.735,0.771,54,58,25,23,14,10,2023-24,Home
2024-02-23,Philadelphia 76ers,Cleveland Cavaliers,104,97,0.444,0.425,0.414,0.296,0.8,0.677,51,43,20,24,9,10,2023-24,Home
2024-02-23,Memphis Grizzlies,LA Clippers,95,101,0.418,0.44,0.229,0.375,0.688,0.882,41,51,26,20,12,20,2023-24,Away
2024-02-23,Los Angeles Lakers,San Antonio Spurs,123,118,0.516,0.438,0.407,0.395,0.778,0.826,46,47,28,33,12,14,2023-24,Home
2024-02-24,New York Knicks,Boston Celtics,102,116,0.451,0.568,0.342,0.429,0.938,0.75,39,36,21,27,13,7,2023-24,Away
2024-02-24,Minnesota Timberwolves,Brooklyn Nets,101,86,0.429,0.337,0.316,0.171,0.739,0.909,51,56,22,20,12,11,2023-24,Home
2024-02-24,Detroit Pistons,Orlando Magic,109,112,0.506,0.494,0.452,0.5,0.692,0.667,36,46,29,25,12,10,2023-24,Away
2024-02-25,Utah Jazz,San Antonio Spurs,128,109,0.511,0.462,0.486,0.419,0.864,0.632,38,46,36,34,17,20,2023-24,Home
2024-02-25,Golden State Warriors,Denver Nuggets,103,119,0.432,0.489,0.324,0.344,0.759,0.846,42,45,27,29,17,10,2023-24,Away
2024-02-25,Phoenix Suns,Los Angeles Lakers,123,113,0.473,0.522,0.425,0.429,0.947,0.5,51,34,32,28,12,10,2023-24,Home
2024-02-25,New Orleans Pelicans,Chicago Bulls,106,114,0.455,0.432,0.39,0.325,0.714,0.905,49,49,25,29,19,9,2023-24,Away
2024-02-25,Portland Trail Blazers,Charlotte Hornets,80,93,0.347,0.493,0.094,0.292,0.688,0.706,56,41,14,24,15,14,2023-24,Away
2024-02-25,Philadelphia 76ers,Milwaukee Bucks,98,119,0.371,0.544,0.348,0.486,0.909,0.833,41,47,24,32,10,18,2023-24,Away
2024-02-25,Houston Rockets,Oklahoma City Thunder,110,123,0.409,0.474,0.39,0.486,0.783,0.933,50,48,18,30,18,9,2023-24,Away
2024-02-25,Washington Wizards,Cleveland Cavaliers,105,114,0.444,0.506,0.3,0.313,0.722,0.741,40,47,29,35,9,10,2023-24,Away
2024-02-25,LA Clippers,Sacramento Kings,107,123,0.488,0.495,0.296,0.405,0.95,0.818,39,41,23,29,15,10,2023-24,Away
2024-02-25,Atlanta Hawks,Orlando Magic,109,92,0.456,0.417,0.414,0.368,0.882,0.444,44,51,31,23,9,18,2023-24,Home
2024-02-25,Indiana Pacers,Dallas Mavericks,133,111,0.559,0.471,0.389,0.452,0.882,0.714,46,38,38,15,12,15,2023-24,Home
2024-02-26,Memphis Grizzlies,Brooklyn Nets,86,111,0.387,0.489,0.269,0.357,0.808,0.571,40,46,16,32,14,8,2023-24,Away
2024-02-26,Indiana Pacers,Toronto Raptors,122,130,0.46,0.552,0.31,0.429,0.739,0.706,43,45,27,35,10,11,2023-24,Away
2024-02-26,Sacramento Kings,Miami Heat,110,121,0.529,0.517,0.406,0.367,0.583,0.8,41,39,30,27,15,11,2023-24,Away
2024-02-26,New York Knicks,Detroit Pistons,113,111,0.446,0.481,0.385,0.467,0.762,0.808,44,42,31,25,14,17,2023-24,Home
2024-02-27,Portland Trail Blazers,Miami Heat,96,106,0.407,0.529,0.323,0.538,0.842,0.692,40,34,24,29,17,18,2023-24,Away
2024-02-27,Minnesota Timberwolves,San Antonio Spurs,114,105,0.462,0.476,0.419,0.39,0.882,0.733,46,41,28,28,14,22,2023-24,Home
2024-02-27,Milwaukee Bucks,Charlotte Hornets,123,85,0.517,0.37,0.4,0.275,0.833,0.824,51,37,29,24,9,13,2023-24,Home
2024-02-27,Cleveland Cavaliers,Dallas Mavericks,121,119,0.53,0.527,0.5,0.424,0.722,0.6,47,36,35,23,16,5,2023-24,Home
2024-02-27,Boston Celtics,Philadelphia 76ers,117,99,0.527,0.394,0.227,0.333,0.919,0.917,56,28,21,20,14,9,2023-24,Home
2024-02-27,Orlando Magic,Brooklyn Nets,108,81,0.527,0.392,0.36,0.258,0.84,0.786,38,35,20,18,17,20,2023-24,Home
2024-02-27,New York Knicks,New Orleans Pelicans,92,115,0.373,0.506,0.304,0.529,0.696,0.826,38,44,27,23,11,14,2023-24,Away
2024-02-27,Oklahoma City Thunder,Houston Rockets,112,95,0.473,0.389,0.37,0.231,0.778,0.667,55,46,19,22,13,15,2023-24,Home
2024-02-27,Washington Wizards,Golden State Warriors,112,123,0.495,0.5,0.343,0.457,0.8,0.727,41,44,34,39,20,18,2023-24,Away
2024-02-27,Atlanta Hawks,Utah Jazz,124,97,0.495,0.372,0.375,0.289,0.87,0.842,55,43,27,24,17,17,2023-24,Home
2024-02-27,Chicago Bulls,Detroit Pistons,95,105,0.398,0.493,0.069,0.378,0.833,0.739,39,47,22,22,6,18,2023-24,Away
2024-02-28,Chicago Bulls,Cleveland Cavaliers,132,123,0.4,0.433,0.351,0.407,0.816,0.579,74,39,29,37,16,12,2023-24,Home
2024-02-28,LA Clippers,Los Angeles Lakers,112,116,0.506,0.547,0.27,0.389,0.75,0.8,36,39,29,28,12,15,2023-24,Away
2024-02-28,Toronto Raptors,Dallas Mavericks,125,136,0.469,0.542,0.371,0.349,0.667,0.81,44,50,34,32,11,14,2023-24,Away
2024-02-28,Minnesota Timberwolves,Memphis Grizzlies,110,101,0.494,0.387,0.4,0.297,0.818,0.9,39,50,29,23,13,14,2023-24,Home
2024-02-28,Indiana Pacers,New Orleans Pelicans,123,114,0.49,0.467,0.368,0.379,1.0,0.826,50,40,34,26,8,10,2023-24,Home
2024-02-28,Denver Nuggets,Sacramento Kings,117,96,0.535,0.4,0.429,0.343,0.909,0.615,43,43,35,28,15,14,2023-24,Home
2024-02-29,Los Angeles Lakers,Washington Wizards,134,131,0.525,0.51,0.348,0.415,0.833,0.833,45,45,30,35,11,15,2023-24,Home
2024-02-29,Phoenix Suns,Houston Rockets,110,105,0.404,0.333,0.351,0.244,0.676,0.903,51,58,20,14,14,12,2023-24,Home
2024-02-29,Orlando Magic,Utah Jazz,115,107,0.545,0.425,0.333,0.432,0.677,0.821,45,37,27,25,15,13,2023-24,Home
2024-02-29,New York Knicks,Golden State Warriors,99,110,0.368,0.449,0.308,0.318,0.708,0.5,56,53,23,26,12,11,2023-24,Away
2024-02-29,San Antonio Spurs,Oklahoma City Thunder,132,118,0.527,0.494,0.487,0.29,0.85,0.955,45,37,39,20,11,10,2023-24,Home
2024-02-29,Denver Nuggets,Miami Heat,103,97,0.429,0.422,0.353,0.269,0.905,0.833,41,45,22,21,15,14,2023-24,Home
2024-02-29,Brooklyn Nets,Atlanta Hawks,124,97,0.511,0.43,0.478,0.286,0.769,0.714,43,39,30,18,9,11,2023-24,Home
2024-02-29,Charlotte Hornets,Milwaukee Bucks,99,111,0.439,0.453,0.308,0.41,0.75,0.85,42,44,24,21,13,7,2023-24,Away
2024-03-01,Toronto Raptors,Golden State Warriors,105,120,0.432,0.449,0.267,0.409,0.647,0.778,47,56,31,26,14,14,2023-24,Away
2024-03-01,Boston Celtics,Dallas Mavericks,138,110,0.553,0.468,0.488,0.265,1.0,0.722,47,42,33,20,9,7,2023-24,Home
2024-03-01,Philadelphia 76ers,Charlotte Hornets,121,114,0.479,0.512,0.432,0.424,0.909,0.824,48,32,38,24,7,5,2023-24,Home
2024-03-01,Memphis Grizzlies,Portland Trail Blazers,92,122,0.443,0.522,0.375,0.419,0.591,0.813,30,46,15,31,21,14,2023-24,Away
2024-03-01,New Orleans Pelicans,Indiana Pacers,129,102,0.558,0.421,0.469,0.313,0.692,0.667,47,44,25,25,17,16,2023-24,Home
2024-03-01,Detroit Pistons,Cleveland Cavaliers,100,110,0.371,0.398,0.278,0.439,0.857,0.867,42,53,24,25,8,15,2023-24,Away
2024-03-01,LA Clippers,Washington Wizards,140,115,0.574,0.469,0.406,0.353,0.76,0.733,49,39,32,29,8,9,2023-24,Home
2024-03-01,Chicago Bulls,Milwaukee Bucks,97,113,0.419,0.43,0.407,0.326,0.875,0.75,44,49,25,22,12,7,2023-24,Away
2024-03-01,Minnesota Timberwolves,Sacramento Kings,120,124,0.494,0.5,0.387,0.379,0.75,0.542,44,45,29,29,12,7,2023-24,Away
2024-03-02,Los Angeles Lakers,Denver Nuggets,114,124,0.528,0.587,0.414,0.423,0.727,0.714,31,47,33,34,7,10,2023-24,Away
2024-03-02,Memphis Grizzlies,Portland Trail Blazers,100,107,0.361,0.424,0.375,0.314,0.758,0.75,45,50,21,23,22,22,2023-24,Away
2024-03-02,Brooklyn Nets,Atlanta Hawks,114,102,0.466,0.425,0.469,0.324,0.773,0.739,45,42,28,23,10,11,2023-24,Home
2024-03-02,Phoenix Suns,Houston Rockets,109,118,0.459,0.438,0.31,0.381,0.759,0.692,47,49,23,27,19,12,2023-24,Away
2024-03-02,Miami Heat,Utah Jazz,126,120,0.523,0.483,0.382,0.4,0.84,0.846,34,42,33,24,6,10,2023-24,Home
2024-03-03,Phoenix Suns,Oklahoma City Thunder,110,118,0.44,0.48,0.359,0.29,0.889,0.733,50,41,26,21,21,5,2023-24,Away
2024-03-03,Dallas Mavericks,Philadelphia 76ers,116,120,0.465,0.455,0.39,0.297,0.87,0.935,45,42,20,26,17,8,2023-24,Away
2024-03-03,Minnesota Timberwolves,LA Clippers,88,89,0.388,0.376,0.273,0.294,0.944,0.882,54,40,24,17,15,9,2023-24,Away
2024-03-03,San Antonio Spurs,Indiana Pacers,117,105,0.541,0.441,0.4,0.2,0.789,0.81,45,42,33,20,14,10,2023-24,Home
2024-03-03,Orlando Magic,Detroit Pistons,113,91,0.597,0.384,0.304,0.222,0.8,0.85,48,28,24,25,20,12,2023-24,Home
2024-03-03,Toronto Raptors,Charlotte Hornets,111,106,0.462,0.467,0.342,0.296,0.778,0.75,45,45,27,24,14,16,2023-24,Home
2024-03-03,Boston Celtics,Golden State Warriors,140,88,0.552,0.391,0.51,0.171,0.818,0.692,51,46,35,24,7,17,2023-24,Home
2024-03-03,Cleveland Cavaliers,New York Knicks,98,107,0.448,0.488,0.386,0.41,0.375,0.7,39,47,31,32,10,9,2023-24,Away
2024-03-04,Utah Jazz,Washington Wizards,127,115,0.485,0.426,0.4,0.421,0.867,0.826,51,43,29,26,11,15,2023-24,Home
2024-03-04,Los Angeles Lakers,Oklahoma City Thunder,116,104,0.513,0.394,0.471,0.385,0.72,0.938,55,38,29,22,20,10,2023-24,Home
2024-03-04,Milwaukee Bucks,LA Clippers,113,106,0.474,0.44,0.395,0.4,0.857,0.64,46,38,20,25,11,13,2023-24,Home
2024-03-04,Sacramento Kings,Chicago Bulls,109,113,0.446,0.5,0.297,0.344,0.889,0.818,51,32,29,28,17,9,2023-24,Away
2024-03-04,Brooklyn Nets,Memphis Grizzlies,102,106,0.443,0.463,0.357,0.324,0.567,0.818,33,50,27,26,13,18,2023-24,Away
2024-03-04,Minnesota Timberwolves,Portland Trail Blazers,119,114,0.506,0.489,0.393,0.41,0.757,0.727,40,41,28,28,11,13,2023-24,Home
2024-03-05,Houston Rockets,San Antonio Spurs,114,101,0.467,0.437,0.265,0.333,0.636,0.813,51,50,23,24,5,18,2023-24,Home
2024-03-05,Dallas Mavericks,Indiana Pacers,120,137,0.484,0.538,0.333,0.462,0.81,0.792,41,43,23,34,9,8,2023-24,Away
2024-03-05,Miami Heat,Detroit Pistons,118,110,0.494,0.438,0.452,0.286,0.87,0.909,42,42,27,26,9,10,2023-24,Home
2024-03-05,Brooklyn Nets,Philadelphia 76ers,112,107,0.488,0.488,0.4,0.429,0.75,0.789,44,38,25,25,12,12,2023-24,Home
2024-03-05,New York Knicks,Atlanta Hawks,100,116,0.384,0.506,0.308,0.323,0.727,0.783,40,51,27,26,11,14,2023-24,Away
2024-03-05,Cleveland Cavaliers,Boston Celtics,105,104,0.433,0.419,0.476,0.395,0.636,0.917,42,53,28,24,8,13,2023-24,Home
2024-03-05,Toronto Raptors,New Orleans Pelicans,98,139,0.387,0.505,0.295,0.49,0.591,0.818,45,62,21,38,11,11,2023-24,Away
2024-03-05,Charlotte Hornets,Orlando Magic,89,101,0.458,0.541,0.364,0.371,1.0,0.533,31,41,19,23,19,17,2023-24,Away
2024-03-05,Denver Nuggets,Phoenix Suns,107,117,0.427,0.438,0.375,0.441,0.714,0.818,51,52,25,32,14,9,2023-24,Away
2024-03-06,Washington Wizards,Orlando Magic,109,119,0.455,0.543,0.316,0.462,0.85,0.905,35,42,26,21,9,15,2023-24,Away
2024-03-06,Utah Jazz,Chicago Bulls,117,119,0.458,0.5,0.319,0.436,0.875,0.8,45,39,28,29,10,7,2023-24,Away
2024-03-06,Golden State Warriors,Milwaukee Bucks,125,90,0.56,0.382,0.487,0.282,0.571,0.733,50,36,37,19,14,15,2023-24,Home
2024-03-06,Los Angeles Lakers,Sacramento Kings,120,130,0.519,0.557,0.469,0.387,0.84,0.833,34,46,25,32,14,13,2023-24,Away
2024-03-06,Houston Rockets,LA Clippers,116,122,0.479,0.55,0.432,0.414,0.588,0.846,38,41,33,19,8,9,2023-24,Away
2024-03-06,Philadelphia 76ers,Memphis Grizzlies,109,115,0.382,0.451,0.371,0.351,0.857,0.87,47,54,25,21,11,15,2023-24,Away
2024-03-06,Portland Trail Blazers,Oklahoma City Thunder,120,128,0.506,0.581,0.412,0.409,0.889,0.846,32,39,27,23,17,18,2023-24,Away
2024-03-06,Atlanta Hawks,Cleveland Cavaliers,112,101,0.512,0.438,0.367,0.227,0.75,0.765,42,42,27,27,9,13,2023-24,Home
2024-03-07,Phoenix Suns,Toronto Raptors,120,113,0.512,0.457,0.429,0.364,0.85,0.733,49,36,29,30,14,9,2023-24,Home
2024-03-07,Golden State Warriors,Chicago Bulls,122,125,0.454,0.529,0.262,0.444,0.821,0.739,48,40,31,29,11,14,2023-24,Away
2024-03-07,Sacramento Kings,San Antonio Spurs,131,129,0.51,0.505,0.313,0.485,0.944,1.0,46,37,31,39,13,12,2023-24,Home
2024-03-07,Denver Nuggets,Boston Celtics,115,109,0.5,0.451,0.19,0.289,0.955,0.64,45,47,27,24,7,12,2023-24,Home
2024-03-07,Indiana Pacers,Minnesota Timberwolves,111,113,0.512,0.469,0.385,0.28,0.739,0.737,39,48,26,23,15,9,2023-24,Away
2024-03-07,Detroit Pistons,Brooklyn Nets,118,112,0.524,0.488,0.4,0.415,0.952,0.722,50,28,24,24,22,14,2023-24,Home
2024-03-07,Dallas Mavericks,Miami Heat,114,108,0.46,0.488,0.39,0.447,0.783,0.647,45,37,27,30,9,10,2023-24,Home
2024-03-08,Memphis Grizzlies,Atlanta Hawks,92,99,0.405,0.425,0.385,0.429,0.733,0.667,38,47,21,21,13,14,2023-24,Away
2024-03-08,Washington Wizards,Charlotte Hornets,112,100,0.494,0.4,0.182,0.214,0.87,0.733,54,48,25,18,11,7,2023-24,Home
2024-03-08,Los Angeles Lakers,Milwaukee Bucks,123,122,0.522,0.495,0.471,0.39,0.684,0.824,38,43,27,28,5,6,2023-24,Home
2024-03-08,Philadelphia 76ers,New Orleans Pelicans,95,103,0.398,0.443,0.243,0.355,0.8,0.957,42,48,21,22,10,12,2023-24,Away
2024-03-08,Portland Trail Blazers,Houston Rockets,107,123,0.416,0.479,0.457,0.378,0.68,0.731,49,47,22,33,17,7,2023-24,Away
2024-03-08,New York Knicks,Orlando Magic,98,74,0.481,0.342,0.485,0.231,0.75,0.7,43,37,20,12,15,13,2023-24,Home
2024-03-08,Cleveland Cavaliers,Minnesota Timberwolves,113,104,0.432,0.415,0.324,0.267,0.722,0.818,46,45,27,25,12,12,2023-24,Home
2024-03-08,Oklahoma City Thunder,Miami Heat,107,100,0.472,0.463,0.316,0.379,0.846,0.722,45,43,28,24,9,10,2023-24,Home
2024-03-09,Charlotte Hornets,Brooklyn Nets,110,99,0.543,0.4,0.367,0.333,0.733,0.765,45,41,26,22,16,15,2023-24,Home
2024-03-09,Detroit Pistons,Dallas Mavericks,124,142,0.455,0.554,0.351,0.368,0.84,0.813,56,36,27,29,19,14,2023-24,Away
2024-03-09,Golden State Warriors,San Antonio Spurs,113,126,0.466,0.512,0.333,0.515,0.724,0.75,39,49,26,34,12,12,2023-24,Away
2024-03-09,Phoenix Suns,Boston Celtics,107,117,0.506,0.489,0.29,0.385,0.625,0.769,41,43,21,29,14,12,2023-24,Away
2024-03-09,LA Clippers,Chicago Bulls,112,102,0.5,0.43,0.343,0.371,0.889,0.789,45,38,29,27,13,12,2023-24,Home
2024-03-09,Portland Trail Blazers,Toronto Raptors,128,118,0.476,0.473,0.4,0.372,0.933,0.842,52,43,31,29,14,20,2023-24,Home
2024-03-09,Denver Nuggets,Utah Jazz,142,121,0.663,0.5,0.594,0.308,0.813,0.76,32,36,40,22,13,15,2023-24,Home
2024-03-10,Los Angeles Lakers,Minnesota Timberwolves,120,109,0.53,0.423,0.417,0.348,0.759,0.846,56,38,29,27,19,11,2023-24,Home
2024-03-10,Sacramento Kings,Houston Rockets,104,112,0.453,0.464,0.188,0.414,0.87,0.815,44,42,24,23,12,12,2023-24,Away
2024-03-10,Cleveland Cavaliers,Brooklyn Nets,101,120,0.487,0.532,0.438,0.514,0.65,0.9,31,40,25,33,12,12,2023-24,Away
2024-03-10,Miami Heat,Washington Wizards,108,110,0.453,0.481,0.303,0.41,0.667,0.727,51,40,20,35,13,15,2023-24,Away
2024-03-10,New York Knicks,Philadelphia 76ers,73,79,0.325,0.388,0.225,0.3,0.75,0.571,50,47,19,20,19,13,2023-24,Away
2024-03-10,LA Clippers,Milwaukee Bucks,117,124,0.452,0.494,0.298,0.447,0.9,0.778,52,41,30,28,10,7,2023-24,Away
2024-03-10,Orlando Magic,Indiana Pacers,97,111,0.375,0.487,0.25,0.348,0.759,0.818,46,46,18,20,12,12,2023-24,Away
2024-03-10,Oklahoma City Thunder,Memphis Grizzlies,124,93,0.527,0.41,0.447,0.333,1.0,0.667,46,39,36,21,10,16,2023-24,Home
2024-03-10,Atlanta Hawks,New Orleans Pelicans,103,116,0.418,0.573,0.37,0.519,0.769,0.727,41,43,28,32,11,12,2023-24,Away
2024-03-11,Detroit Pistons,Charlotte Hornets,114,97,0.477,0.386,0.238,0.325,0.917,0.696,51,40,26,27,12,12,2023-24,Home
2024-03-11,San Antonio Spurs,Golden State Warriors,102,112,0.419,0.495,0.378,0.444,0.667,0.667,50,45,27,28,15,13,2023-24,Away
2024-03-11,Portland Trail Blazers,Boston Celtics,99,121,0.448,0.49,0.357,0.375,1.0,0.667,38,45,23,34,11,3,2023-24,Away
2024-03-11,Chicago Bulls,Dallas Mavericks,92,127,0.393,0.548,0.206,0.317,0.682,0.8,43,49,19,33,13,6,2023-24,Away
2024-03-11,Cleveland Cavaliers,Phoenix Suns,111,117,0.476,0.548,0.326,0.375,0.842,0.684,37,42,30,23,12,14,2023-24,Away
2024-03-11,Denver Nuggets,Toronto Raptors,125,119,0.547,0.505,0.345,0.367,0.611,0.824,42,42,36,30,9,11,2023-24,Home
2024-03-12,Sacramento Kings,Milwaukee Bucks,129,94,0.533,0.366,0.45,0.179,0.813,0.771,51,44,34,23,8,13,2023-24,Home
2024-03-12,New York Knicks,Philadelphia 76ers,106,79,0.506,0.375,0.35,0.242,0.8,0.688,51,31,32,17,12,8,2023-24,Home
2024-03-12,Oklahoma City Thunder,Indiana Pacers,111,121,0.434,0.539,0.378,0.321,0.733,0.842,50,43,24,34,12,9,2023-24,Away
2024-03-12,Utah Jazz,Boston Celtics,107,123,0.477,0.467,0.469,0.408,0.909,0.895,38,46,23,25,10,8,2023-24,Away
2024-03-12,LA Clippers,Minnesota Timberwolves,100,118,0.472,0.511,0.367,0.364,0.84,0.714,34,48,22,26,18,9,2023-24,Away
2024-03-12,San Antonio Spurs,Houston Rockets,101,103,0.476,0.463,0.306,0.313,0.857,0.905,42,36,30,21,13,12,2023-24,Away
2024-03-12,Memphis Grizzlies,Washington Wizards,109,97,0.447,0.451,0.242,0.306,0.81,0.75,53,28,27,26,17,13,2023-24,Home
2024-03-13,Sacramento Kings,Los Angeles Lakers,120,107,0.523,0.487,0.463,0.438,0.75,0.773,44,38,30,25,12,14,2023-24,Home
2024-03-13,New Orleans Pelicans,Cleveland Cavaliers,95,116,0.438,0.511,0.182,0.444,0.808,0.667,43,46,22,38,11,9,2023-24,Away
2024-03-13,Orlando Magic,Brooklyn Nets,114,106,0.519,0.469,0.438,0.269,0.769,0.852,34,32,29,21,12,13,2023-24,Home
2024-03-13,Memphis Grizzlies,Charlotte Hornets,98,110,0.424,0.537,0.4,0.361,0.909,0.692,46,35,24,26,21,20,2023-24,Away
2024-03-13,Portland Trail Blazers,Atlanta Hawks,106,102,0.463,0.432,0.333,0.359,0.833,0.667,49,38,24,19,18,14,2023-24,Home
2024-03-13,Dallas Mavericks,Golden State Warriors,109,99,0.537,0.402,0.222,0.321,0.789,0.842,42,42,30,19,16,15,2023-24,Home
2024-03-13,Detroit Pistons,Toronto Raptors,113,104,0.443,0.441,0.367,0.25,0.774,0.684,58,37,27,32,21,11,2023-24,Home
2024-03-13,Indiana Pacers,Chicago Bulls,129,132,0.465,0.522,0.311,0.357,0.821,0.813,47,48,30,22,8,11,2023-24,Away
2024-03-13,Miami Heat,Denver Nuggets,88,100,0.425,0.488,0.238,0.333,0.833,0.692,42,41,18,24,8,9,2023-24,Away
2024-03-14,Oklahoma City Thunder,Dallas Mavericks,126,119,0.523,0.512,0.41,0.414,0.87,0.808,34,40,28,25,13,19,2023-24,Home
2024-03-14,Milwaukee Bucks,Philadelphia 76ers,114,105,0.542,0.494,0.444,0.486,0.833,0.714,37,30,29,20,14,11,2023-24,Home
2024-03-14,Portland Trail Blazers,New York Knicks,93,105,0.405,0.437,0.333,0.207,0.875,0.885,45,50,19,16,17,12,2023-24,Away
2024-03-14,Chicago Bulls,LA Clippers,111,126,0.477,0.6,0.457,0.5,0.813,0.714,36,35,28,32,13,9,2023-24,Away
2024-03-14,Boston Celtics,Phoenix Suns,127,112,0.528,0.475,0.5,0.355,0.727,0.7,33,51,31,27,8,13,2023-24,Home
2024-03-14,Houston Rockets,Washington Wizards,135,119,0.586,0.495,0.429,0.316,0.875,0.789,47,32,24,29,17,13,2023-24,Home
2024-03-15,San Antonio Spurs,Denver Nuggets,106,117,0.457,0.551,0.379,0.4,0.778,0.75,44,40,23,37,16,12,2023-24,Away
2024-03-15,Toronto Raptors,Orlando Magic,103,113,0.469,0.5,0.412,0.452,0.65,0.864,40,39,24,25,15,14,2023-24,Away
2024-03-15,Charlotte Hornets,Phoenix Suns,96,107,0.372,0.46,0.162,0.289,0.741,0.8,48,57,20,31,4,10,2023-24,Away
2024-03-15,Utah Jazz,Atlanta Hawks,124,122,0.511,0.446,0.389,0.513,0.9,0.741,49,41,24,32,11,9,2023-24,Home
2024-03-15,Detroit Pistons,Miami Heat,95,108,0.429,0.473,0.263,0.206,0.867,0.714,48,44,27,23,17,8,2023-24,Away
2024-03-15,New Orleans Pelicans,LA Clippers,112,104,0.483,0.481,0.371,0.364,0.75,0.947,40,37,28,18,8,12,2023-24,Home
2024-03-16,Indiana Pacers,Brooklyn Nets,121,100,0.476,0.429,0.2,0.4,0.938,0.774,50,45,21,18,10,20,2023-24,Home
2024-03-16,Philadelphia 76ers,Charlotte Hornets,109,98,0.444,0.451,0.317,0.323,0.96,0.778,41,40,25,21,15,16,2023-24,Home
2024-03-16,New Orleans Pelicans,Portland Trail Blazers,126,107,0.536,0.5,0.394,0.364,0.9,0.917,39,36,36,23,9,19,2023-24,Home
2024-03-16,Los Angeles Lakers,Golden State Warriors,121,128,0.511,0.526,0.353,0.412,0.833,0.8,39,45,32,38,9,7,2023-24,Away
2024-03-16,Houston Rockets,Cleveland Cavaliers,117,103,0.48,0.451,0.357,0.316,0.667,0.85,48,45,28,22,9,15,2023-24,Home
2024-03-16,Memphis Grizzlies,Oklahoma City Thunder,112,118,0.457,0.517,0.409,0.343,0.769,0.762,36,45,34,25,14,11,2023-24,Away
2024-03-16,Utah Jazz,Minnesota Timberwolves,100,119,0.458,0.473,0.231,0.463,0.857,0.8,51,44,23,31,15,8,2023-24,Away
2024-03-16,Sacramento Kings,New York Knicks,91,98,0.353,0.43,0.27,0.282,0.808,0.813,42,52,22,19,12,14,2023-24,Away
2024-03-16,Chicago Bulls,Washington Wizards,127,98,0.576,0.429,0.333,0.406,0.724,0.591,51,32,33,27,15,15,2023-24,Home
2024-03-17,Detroit Pistons,Miami Heat,101,104,0.458,0.449,0.389,0.343,0.786,0.75,44,47,24,24,12,9,2023-24,Away
2024-03-17,Washington Wizards,Boston Celtics,104,130,0.461,0.494,0.294,0.48,0.857,0.833,40,43,24,30,16,14,2023-24,Away
2024-03-17,LA Clippers,Atlanta Hawks,93,110,0.378,0.488,0.306,0.5,0.897,0.917,40,45,17,32,15,14,2023-24,Away
2024-03-17,Orlando Magic,Toronto Raptors,111,96,0.506,0.44,0.306,0.258,0.7,0.933,39,37,22,23,13,18,2023-24,Home
2024-03-17,Dallas Mavericks,Denver Nuggets,107,105,0.42,0.44,0.257,0.429,0.667,0.864,60,37,22,26,11,7,2023-24,Home
2024-03-17,Milwaukee Bucks,Phoenix Suns,140,129,0.543,0.586,0.585,0.424,1.0,0.867,35,39,35,36,10,12,2023-24,Home
