Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Season,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Winner
2025-10-14,Efes,Olympiacos,82.0,78.0,2025-26,,,,,,,,,,,,,Home
2025-10-15,ASVEL,Panathinaikos,85.0,91.0,2025-26,,,,,,,,,,,,,Away
2025-10-15,Baskonia,Paris Basketball,87.0,105.0,2025-26,,,,,,,,,,,,,Away
2025-10-15,Partizan,Real Madrid,86.0,93.0,2025-26,,,,,,,,,,,,,Away
2025-10-15,Hapoel Jerusalem,Valencia,100.0,93.0,2025-26,,,,,,,,,,,,,Home
2025-10-15,Monaco,Virtus Bologna,73.0,77.0,2025-26,,,,,,,,,,,,,Away
2025-10-16,Barcelona,Dubai Basketball,78.0,83.0,2025-26,,,,,,,,,,,,,Away
2025-10-16,Olympiacos,Maccabi Tel Aviv,95.0,94.0,2025-26,,,,,,,,,,,,,Home
2025-10-16,Bayern Munich,Fenerbahce,73.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-10-16,Olimpia Milano,Zalgiris,89.0,78.0,2025-26,,,,,,,,,,,,,Home
2025-10-17,Virtus Bologna,ASVEL,90.0,83.0,2025-26,,,,,,,,,,,,,Home
2025-10-17,Partizan,Baskonia,91.0,79.0,2025-26,,,,,,,,,,,,,Home
2025-10-17,Real Madrid,Red Star Belgrade,75.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-10-17,Hapoel Jerusalem,Paris Basketball,89.0,88.0,2025-26,,,,,,,,,,,,,Home
2025-10-17,Valencia,Monaco,84.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-10-17,Panathinaikos,Efes,95.0,81.0,2025-26,,,,,,,,,,,,,Home
2025-10-22,Real Madrid,Maccabi Tel Aviv,91.0,92.0,2025-26,,,,,,,,,,,,,Away
2025-10-23,Zalgiris,Barcelona,88.0,73.0,2025-26,,,,,,,,,,,,,Home
2025-10-23,Monaco,Hapoel Jerusalem,77.0,85.0,2025-26,,,,,,,,,,,,,Away
2025-10-23,Valencia,Olimpia Milano,103.0,100.0,2025-26,,,,,,,,,,,,,Home
2025-10-23,Baskonia,Red Star Belgrade,72.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-10-23,Dubai Basketball,ASVEL,79.0,85.0,2025-26,,,,,,,,,,,,,Away
2025-10-24,Fenerbahce,Efes,79.0,69.0,2025-26,,,,,,,,,,,,,Home
2025-10-24,Olympiacos,Bayern Munich,96.0,71.0,2025-26,,,,,,,,,,,,,Home
2025-10-24,Paris Basketball,Partizan,101.0,83.0,2025-26,,,,,,,,,,,,,Home
2025-10-24,Panathinaikos,Virtus Bologna,75.0,92.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Virtus Bologna,Zalgiris,65.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Dubai Basketball,Baskonia,85.0,92.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Fenerbahce,Valencia,79.0,94.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,ASVEL,Red Star Belgrade,65.0,79.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Maccabi Tel Aviv,Panathinaikos,85.0,99.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Real Madrid,Bayern Munich,84.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Olimpia Milano,Barcelona,72.0,74.0,2025-26,,,,,,,,,,,,,Away
2025-10-28,Efes,Paris Basketball,90.0,80.0,2025-26,,,,,,,,,,,,,Home
2025-10-29,Partizan,Hapoel Jerusalem,84.0,97.0,2025-26,,,,,,,,,,,,,Away
2025-10-29,Monaco,Olympiacos,92.0,87.0,2025-26,,,,,,,,,,,,,Home
2025-10-30,Virtus Bologna,Bayern Munich,70.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-10-30,Red Star Belgrade,Maccabi Tel Aviv,99.0,92.0,2025-26,,,,,,,,,,,,,Home
2025-10-30,Paris Basketball,Olimpia Milano,77.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-10-30,Fenerbahce,Real Madrid,58.0,84.0,2025-26,,,,,,,,,,,,,Away
2025-10-30,Dubai Basketball,Valencia,78.0,80.0,2025-26,,,,,,,,,,,,,Away
2025-10-30,ASVEL,Zalgiris,59.0,96.0,2025-26,,,,,,,,,,,,,Away
2025-10-31,Efes,Baskonia,75.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-10-31,Barcelona,Partizan,78.0,76.0,2025-26,,,,,,,,,,,,,Home
2025-10-31,Hapoel Jerusalem,Olympiacos,58.0,62.0,2025-26,,,,,,,,,,,,,Away
2025-10-31,Panathinaikos,Monaco,84.0,92.0,2025-26,,,,,,,,,,,,,Away
2025-11-05,Panathinaikos,Red Star Belgrade,68.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-11-06,Hapoel Jerusalem,Dubai Basketball,109.0,97.0,2025-26,,,,,,,,,,,,,Home
2025-11-06,Monaco,Maccabi Tel Aviv,112.0,107.0,2025-26,,,,,,,,,,,,,Home
2025-11-06,Bayern Munich,Paris Basketball,86.0,82.0,2025-26,,,,,,,,,,,,,Home
2025-11-06,ASVEL,Fenerbahce,67.0,81.0,2025-26,,,,,,,,,,,,,Away
2025-11-06,Virtus Bologna,Baskonia,76.0,87.0,2025-26,,,,,,,,,,,,,Away
2025-11-07,Olimpia Milano,Efes,97.0,93.0,2025-26,,,,,,,,,,,,,Home
2025-11-07,Real Madrid,Barcelona,101.0,92.0,2025-26,,,,,,,,,,,,,Home
2025-11-07,Partizan,Olympiacos,71.0,80.0,2025-26,,,,,,,,,,,,,Away
2025-11-07,Valencia,Zalgiris,77.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-11-11,Efes,Virtus Bologna,89.0,99.0,2025-26,,,,,,,,,,,,,Away
2025-11-11,Real Madrid,Valencia,76.0,89.0,2025-26,,,,,,,,,,,,,Away
2025-11-11,Maccabi Tel Aviv,Fenerbahce,75.0,84.0,2025-26,,,,,,,,,,,,,Away
2025-11-11,Panathinaikos,Paris Basketball,101.0,95.0,2025-26,,,,,,,,,,,,,Home
2025-11-11,Baskonia,Hapoel Jerusalem,89.0,114.0,2025-26,,,,,,,,,,,,,Away
2025-11-11,Red Star Belgrade,Dubai Basketball,86.0,102.0,2025-26,,,,,,,,,,,,,Away
2025-11-11,Monaco,Partizan,76.0,78.0,2025-26,,,,,,,,,,,,,Away
2025-11-12,Barcelona,Bayern Munich,75.0,74.0,2025-26,,,,,,,,,,,,,Home
2025-11-12,ASVEL,Olimpia Milano,72.0,80.0,2025-26,,,,,,,,,,,,,Away
2025-11-12,Zalgiris,Olympiacos,78.0,95.0,2025-26,,,,,,,,,,,,,Away
2025-11-13,Baskonia,Maccabi Tel Aviv,83.0,89.0,2025-26,,,,,,,,,,,,,Away
2025-11-13,Valencia,Paris Basketball,86.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-11-13,Panathinaikos,Real Madrid,87.0,77.0,2025-26,,,,,,,,,,,,,Home
2025-11-13,Monaco,Red Star Belgrade,79.0,91.0,2025-26,,,,,,,,,,,,,Away
2025-11-13,Hapoel Jerusalem,Fenerbahce,68.0,74.0,2025-26,,,,,,,,,,,,,Away
2025-11-14,Partizan,ASVEL,87.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-11-14,Zalgiris,Dubai Basketball,89.0,95.0,2025-26,,,,,,,,,,,,,Away
2025-11-14,Olympiacos,Olimpia Milano,87.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-11-14,Bayern Munich,Efes,72.0,74.0,2025-26,,,,,,,,,,,,,Away
2025-11-14,Virtus Bologna,Barcelona,81.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-11-19,Monaco,ASVEL,84.0,52.0,2025-26,,,,,,,,,,,,,Home
2025-11-20,Barcelona,Efes,73.0,74.0,2025-26,,,,,,,,,,,,,Away
2025-11-20,Hapoel Jerusalem,Olimpia Milano,105.0,83.0,2025-26,,,,,,,,,,,,,Home
2025-11-20,Dubai Basketball,Panathinaikos,82.0,103.0,2025-26,,,,,,,,,,,,,Away
2025-11-20,Zalgiris,Real Madrid,99.0,100.0,2025-26,,,,,,,,,,,,,Away
2025-11-21,Paris Basketball,Olympiacos,86.0,98.0,2025-26,,,,,,,,,,,,,Away
2025-11-21,Fenerbahce,Partizan,99.0,87.0,2025-26,,,,,,,,,,,,,Home
2025-11-21,Red Star Belgrade,Valencia,73.0,76.0,2025-26,,,,,,,,,,,,,Away
2025-11-21,Maccabi Tel Aviv,Virtus Bologna,89.0,99.0,2025-26,,,,,,,,,,,,,Away
2025-11-21,Bayern Munich,Baskonia,73.0,95.0,2025-26,,,,,,,,,,,,,Away
2025-11-25,Baskonia,Zalgiris,67.0,82.0,2025-26,,,,,,,,,,,,,Away
2025-11-25,Virtus Bologna,Fenerbahce,64.0,66.0,2025-26,,,,,,,,,,,,,Away
2025-11-25,Bayern Munich,Valencia,64.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-11-25,Real Madrid,Hapoel Jerusalem,75.0,74.0,2025-26,,,,,,,,,,,,,Home
2025-11-25,Paris Basketball,Dubai Basketball,89.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-11-25,Partizan,Panathinaikos,69.0,91.0,2025-26,,,,,,,,,,,,,Away
2025-11-26,ASVEL,Barcelona,78.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-11-26,Olimpia Milano,Maccabi Tel Aviv,102.0,88.0,2025-26,,,,,,,,,,,,,Home
2025-11-26,Efes,Monaco,66.0,102.0,2025-26,,,,,,,,,,,,,Away
2025-11-26,Olympiacos,Red Star Belgrade,80.0,91.0,2025-26,,,,,,,,,,,,,Away
2025-12-04,Bayern Munich,Partizan,85.0,92.0,2025-26,,,,,,,,,,,,,Away
2025-12-04,Maccabi Tel Aviv,Zalgiris,83.0,65.0,2025-26,,,,,,,,,,,,,Home
2025-12-04,ASVEL,Hapoel Jerusalem,80.0,87.0,2025-26,,,,,,,,,,,,,Away
2025-12-04,Real Madrid,Efes,81.0,75.0,2025-26,,,,,,,,,,,,,Home
2025-12-04,Paris Basketball,Monaco,104.0,125.0,2025-26,,,,,,,,,,,,,Away
2025-12-05,Valencia,Panathinaikos,89.0,79.0,2025-26,,,,,,,,,,,,,Home
2025-12-05,Barcelona,Red Star Belgrade,89.0,79.0,2025-26,,,,,,,,,,,,,Home
2025-12-05,Dubai Basketball,Virtus Bologna,78.0,79.0,2025-26,,,,,,,,,,,,,Away
2025-12-05,Olimpia Milano,Baskonia,78.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-12-11,Efes,Valencia,82.0,94.0,2025-26,,,,,,,,,,,,,Away
2025-12-11,Baskonia,Real Madrid,87.0,94.0,2025-26,,,,,,,,,,,,,Away
2025-12-11,ASVEL,Maccabi Tel Aviv,84.0,92.0,2025-26,,,,,,,,,,,,,Away
2025-12-11,Panathinaikos,Olimpia Milano,89.0,96.0,2025-26,,,,,,,,,,,,,Away
2025-12-11,Zalgiris,Paris Basketball,108.0,105.0,2025-26,,,,,,,,,,,,,Home
2025-12-12,Olympiacos,Barcelona,85.0,98.0,2025-26,,,,,,,,,,,,,Away
2025-12-12,Bayern Munich,Dubai Basketball,88.0,89.0,2025-26,,,,,,,,,,,,,Away
2025-12-12,Fenerbahce,Monaco,92.0,86.0,2025-26,,,,,,,,,,,,,Home
2025-12-12,Red Star Belgrade,Partizan,76.0,79.0,2025-26,,,,,,,,,,,,,Away
2025-12-12,Hapoel Jerusalem,Virtus Bologna,79.0,74.0,2025-26,,,,,,,,,,,,,Home
2025-12-16,Maccabi Tel Aviv,Dubai Basketball,97.0,95.0,2025-26,,,,,,,,,,,,,Home
2025-12-16,Red Star Belgrade,Hapoel Jerusalem,78.0,84.0,2025-26,,,,,,,,,,,,,Away
2025-12-16,Real Madrid,Olimpia Milano,82.0,89.0,2025-26,,,,,,,,,,,,,Away
2025-12-16,Valencia,Olympiacos,99.0,92.0,2025-26,,,,,,,,,,,,,Home
2025-12-16,Barcelona,Paris Basketball,85.0,69.0,2025-26,,,,,,,,,,,,,Home
2025-12-16,Panathinaikos,Fenerbahce,81.0,77.0,2025-26,,,,,,,,,,,,,Home
2025-12-17,Efes,Zalgiris,87.0,64.0,2025-26,,,,,,,,,,,,,Home
2025-12-17,Monaco,Baskonia,73.0,85.0,2025-26,,,,,,,,,,,,,Away
2025-12-17,Bayern Munich,ASVEL,74.0,76.0,2025-26,,,,,,,,,,,,,Away
2025-12-17,Virtus Bologna,Partizan,86.0,68.0,2025-26,,,,,,,,,,,,,Home
2025-12-18,Valencia,Maccabi Tel Aviv,82.0,85.0,2025-26,,,,,,,,,,,,,Away
2025-12-18,Fenerbahce,Olimpia Milano,87.0,72.0,2025-26,,,,,,,,,,,,,Home
2025-12-18,Hapoel Jerusalem,Panathinaikos,82.0,93.0,2025-26,,,,,,,,,,,,,Away
2025-12-18,Paris Basketball,Real Madrid,90.0,95.0,2025-26,,,,,,,,,,,,,Away
2025-12-19,Dubai Basketball,Efes,80.0,76.0,2025-26,,,,,,,,,,,,,Home
2025-12-19,Baskonia,Barcelona,124.0,134.0,2025-26,,,,,,,,,,,,,Away
2025-12-19,Bayern Munich,Monaco,77.0,103.0,2025-26,,,,,,,,,,,,,Away
2025-12-19,ASVEL,Olympiacos,84.0,107.0,2025-26,,,,,,,,,,,,,Away
2025-12-19,Virtus Bologna,Red Star Belgrade,89.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-12-19,Partizan,Zalgiris,68.0,109.0,2025-26,,,,,,,,,,,,,Away
2025-12-23,Efes,ASVEL,99.0,103.0,2025-26,,,,,,,,,,,,,Away
2025-12-23,Panathinaikos,Zalgiris,92.0,85.0,2025-26,,,,,,,,,,,,,Home
2025-12-23,Baskonia,Valencia,81.0,91.0,2025-26,,,,,,,,,,,,,Away
2025-12-23,Hapoel Jerusalem,Bayern Munich,82.0,72.0,2025-26,,,,,,,,,,,,,Home
2025-12-23,Red Star Belgrade,Paris Basketball,92.0,102.0,2025-26,,,,,,,,,,,,,Away
2025-12-23,Barcelona,Fenerbahce,71.0,72.0,2025-26,,,,,,,,,,,,,Away
2025-12-23,Olimpia Milano,Dubai Basketball,92.0,99.0,2025-26,,,,,,,,,,,,,Away
2025-12-26,Real Madrid,Monaco,95.0,100.0,2025-26,,,,,,,,,,,,,Away
2025-12-26,Maccabi Tel Aviv,Partizan,112.0,87.0,2025-26,,,,,,,,,,,,,Home
2025-12-26,Olympiacos,Virtus Bologna,97.0,94.0,2025-26,,,,,,,,,,,,,Home
2025-12-30,Monaco,Barcelona,90.0,74.0,2025-26,,,,,,,,,,,,,Home
2025-12-30,Zalgiris,Hapoel Jerusalem,93.0,80.0,2025-26,,,,,,,,,,,,,Home
2025-12-30,Partizan,Valencia,73.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-12-30,Paris Basketball,ASVEL,89.0,94.0,2025-26,,,,,,,,,,,,,Away
2026-01-02,Olimpia Milano,Virtus Bologna,85.0,97.0,2025-26,,,,,,,,,,,,,Away
2026-01-02,Fenerbahce,Baskonia,108.0,93.0,2025-26,,,,,,,,,,,,,Home
2026-01-02,Dubai Basketball,Real Madrid,93.0,107.0,2025-26,,,,,,,,,,,,,Away
2026-01-02,Maccabi Tel Aviv,Bayern Munich,71.0,95.0,2025-26,,,,,,,,,,,,,Away
2026-01-02,Red Star Belgrade,Efes,87.0,65.0,2025-26,,,,,,,,,,,,,Home
2026-01-02,Olympiacos,Panathinaikos,87.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-01-06,Maccabi Tel Aviv,Barcelona,83.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-01-06,Dubai Basketball,Hapoel Jerusalem,60.0,85.0,2025-26,,,,,,,,,,,,,Away
2026-01-06,Partizan,Monaco,84.0,101.0,2025-26,,,,,,,,,,,,,Away
2026-01-06,Olimpia Milano,Panathinaikos,87.0,74.0,2025-26,,,,,,,,,,,,,Home
2026-01-06,Valencia,Red Star Belgrade,106.0,89.0,2025-26,,,,,,,,,,,,,Home
2026-01-06,Olympiacos,Fenerbahce,80.0,88.0,2025-26,,,,,,,,,,,,,Away
2026-01-06,Real Madrid,ASVEL,80.0,69.0,2025-26,,,,,,,,,,,,,Home
2026-01-06,Zalgiris,Virtus Bologna,79.0,83.0,2025-26,,,,,,,,,,,,,Away
2026-01-07,Baskonia,Bayern Munich,89.0,96.0,2025-26,,,,,,,,,,,,,Away
2026-01-07,Paris Basketball,Efes,84.0,79.0,2025-26,,,,,,,,,,,,,Home
2026-01-08,Monaco,Valencia,101.0,92.0,2025-26,,,,,,,,,,,,,Home
2026-01-08,Maccabi Tel Aviv,Real Madrid,86.0,98.0,2025-26,,,,,,,,,,,,,Away
2026-01-08,Fenerbahce,Dubai Basketball,81.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-01-08,Virtus Bologna,Panathinaikos,71.0,84.0,2025-26,,,,,,,,,,,,,Away
2026-01-09,Partizan,Barcelona,70.0,88.0,2025-26,,,,,,,,,,,,,Away
2026-01-09,Efes,Olimpia Milano,74.0,87.0,2025-26,,,,,,,,,,,,,Away
2026-01-09,Bayern Munich,Olympiacos,80.0,95.0,2025-26,,,,,,,,,,,,,Away
2026-01-09,ASVEL,Baskonia,73.0,78.0,2025-26,,,,,,,,,,,,,Away
2026-01-09,Red Star Belgrade,Zalgiris,67.0,99.0,2025-26,,,,,,,,,,,,,Away
2026-01-14,Olympiacos,Partizan,104.0,66.0,2025-26,,,,,,,,,,,,,Home
2026-01-15,Baskonia,Efes,89.0,75.0,2025-26,,,,,,,,,,,,,Home
2026-01-15,Panathinaikos,Bayern Munich,78.0,85.0,2025-26,,,,,,,,,,,,,Away
2026-01-15,Virtus Bologna,Dubai Basketball,80.0,72.0,2025-26,,,,,,,,,,,,,Home
2026-01-15,Zalgiris,Maccabi Tel Aviv,97.0,100.0,2025-26,,,,,,,,,,,,,Away
2026-01-15,Red Star Belgrade,Olimpia Milano,104.0,96.0,2025-26,,,,,,,,,,,,,Home
2026-01-15,Monaco,Paris Basketball,95.0,87.0,2025-26,,,,,,,,,,,,,Home
2026-01-16,Hapoel Jerusalem,ASVEL,81.0,73.0,2025-26,,,,,,,,,,,,,Home
2026-01-16,Barcelona,Real Madrid,61.0,80.0,2025-26,,,,,,,,,,,,,Away
2026-01-16,Valencia,Fenerbahce,79.0,82.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Dubai Basketball,Barcelona,89.0,91.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Partizan,Bayern Munich,67.0,63.0,2025-26,,,,,,,,,,,,,Home
2026-01-20,Efes,Hapoel Jerusalem,66.0,71.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Red Star Belgrade,Monaco,100.0,96.0,2025-26,,,,,,,,,,,,,Home
2026-01-20,Maccabi Tel Aviv,Olympiacos,93.0,100.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Baskonia,Panathinaikos,74.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Olimpia Milano,Real Madrid,77.0,106.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Paris Basketball,Valencia,84.0,98.0,2025-26,,,,,,,,,,,,,Away
2026-01-20,Zalgiris,ASVEL,96.0,77.0,2025-26,,,,,,,,,,,,,Home
2026-01-21,Fenerbahce,Virtus Bologna,85.0,80.0,2025-26,,,,,,,,,,,,,Home
2026-01-22,Monaco,Real Madrid,78.0,90.0,2025-26,,,,,,,,,,,,,Away
2026-01-22,Dubai Basketball,Paris Basketball,99.0,79.0,2025-26,,,,,,,,,,,,,Home
2026-01-22,Zalgiris,Olimpia Milano,86.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-01-22,Valencia,Bayern Munich,89.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-01-22,Olympiacos,Efes,74.0,68.0,2025-26,,,,,,,,,,,,,Home
2026-01-22,Panathinaikos,Maccabi Tel Aviv,71.0,75.0,2025-26,,,,,,,,,,,,,Away
2026-01-23,Hapoel Jerusalem,Partizan,101.0,104.0,2025-26,,,,,,,,,,,,,Away
2026-01-23,Baskonia,Fenerbahce,71.0,84.0,2025-26,,,,,,,,,,,,,Away
2026-01-23,Barcelona,ASVEL,98.0,91.0,2025-26,,,,,,,,,,,,,Home
2026-01-23,Red Star Belgrade,Virtus Bologna,102.0,93.0,2025-26,,,,,,,,,,,,,Home
2026-01-27,Real Madrid,Paris Basketball,92.0,98.0,2025-26,,,,,,,,,,,,,Away
2026-01-29,Bayern Munich,Hapoel Jerusalem,79.0,64.0,2025-26,,,,,,,,,,,,,Home
2026-01-29,Partizan,Olimpia Milano,79.0,85.0,2025-26,,,,,,,,,,,,,Away
2026-01-29,Barcelona,Olympiacos,75.0,87.0,2025-26,,,,,,,,,,,,,Away
2026-01-29,Efes,Fenerbahce,62.0,79.0,2025-26,,,,,,,,,,,,,Away
2026-01-29,Maccabi Tel Aviv,Valencia,83.0,94.0,2025-26,,,,,,,,,,,,,Away
2026-01-30,Zalgiris,Baskonia,91.0,102.0,2025-26,,,,,,,,,,,,,Away
2026-01-30,Panathinaikos,ASVEL,79.0,78.0,2025-26,,,,,,,,,,,,,Home
2026-01-30,Dubai Basketball,Red Star Belgrade,92.0,95.0,2025-26,,,,,,,,,,,,,Away
2026-01-30,Virtus Bologna,Monaco,84.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-02-03,Valencia,Efes,90.0,107.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Fenerbahce,Barcelona,82.0,78.0,2025-26,,,,,,,,,,,,,Home
2026-02-03,Paris Basketball,Bayern Munich,75.0,81.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Olympiacos,Dubai Basketball,98.0,108.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Partizan,Maccabi Tel Aviv,93.0,95.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Baskonia,Olimpia Milano,89.0,109.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Real Madrid,Panathinaikos,81.0,82.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Hapoel Jerusalem,Red Star Belgrade,75.0,87.0,2025-26,,,,,,,,,,,,,Away
2026-02-03,Monaco,Zalgiris,87.0,104.0,2025-26,,,,,,,,,,,,,Away
2026-02-04,ASVEL,Virtus Bologna,80.0,70.0,2025-26,,,,,,,,,,,,,Home
2026-02-05,Panathinaikos,Partizan,62.0,78.0,2025-26,,,,,,,,,,,,,Away
2026-02-05,Fenerbahce,Paris Basketball,92.0,90.0,2025-26,,,,,,,,,,,,,Home
2026-02-05,Valencia,Hapoel Jerusalem,104.0,99.0,2025-26,,,,,,,,,,,,,Home
2026-02-05,Real Madrid,Dubai Basketball,85.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-02-05,Monaco,Bayern Munich,82.0,91.0,2025-26,,,,,,,,,,,,,Away
2026-02-06,Zalgiris,Efes,82.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-02-06,Virtus Bologna,Olympiacos,77.0,109.0,2025-26,,,,,,,,,,,,,Away
2026-02-06,Maccabi Tel Aviv,Red Star Belgrade,83.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-02-06,Olimpia Milano,ASVEL,77.0,76.0,2025-26,,,,,,,,,,,,,Home
2026-02-06,Barcelona,Baskonia,97.0,91.0,2025-26,,,,,,,,,,,,,Home
2026-02-12,Virtus Bologna,Efes,60.0,91.0,2025-26,,,,,,,,,,,,,Away
2026-02-12,Paris Basketball,Barcelona,85.0,74.0,2025-26,,,,,,,,,,,,,Home
2026-02-12,Bayern Munich,Maccabi Tel Aviv,106.0,111.0,2025-26,,,,,,,,,,,,,Away
2026-02-12,Red Star Belgrade,Olympiacos,86.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-02-12,ASVEL,Valencia,67.0,82.0,2025-26,,,,,,,,,,,,,Away
2026-02-13,Hapoel Jerusalem,Zalgiris,82.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-02-13,Real Madrid,Partizan,77.0,73.0,2025-26,,,,,,,,,,,,,Home
2026-02-13,Baskonia,Monaco,92.0,102.0,2025-26,,,,,,,,,,,,,Away
2026-02-13,Dubai Basketball,Olimpia Milano,96.0,78.0,2025-26,,,,,,,,,,,,,Home
2026-02-13,Fenerbahce,Panathinaikos,85.0,83.0,2025-26,,,,,,,,,,,,,Home
2026-02-25,Partizan,Fenerbahce,78.0,81.0,2025-26,,,,,,,,,,,,,Away
2026-02-25,Barcelona,Virtus Bologna,80.0,85.0,2025-26,,,,,,,,,,,,,Away
2026-02-25,Olympiacos,Zalgiris,94.0,99.0,2025-26,,,,,,,,,,,,,Away
2026-02-25,Efes,Red Star Belgrade,81.0,91.0,2025-26,,,,,,,,,,,,,Away
2026-02-26,Valencia,Baskonia,108.0,79.0,2025-26,,,,,,,,,,,,,Home
2026-02-26,ASVEL,Dubai Basketball,85.0,96.0,2025-26,,,,,,,,,,,,,Away
2026-02-26,Olimpia Milano,Hapoel Jerusalem,86.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-02-26,Maccabi Tel Aviv,Monaco,91.0,86.0,2025-26,,,,,,,,,,,,,Home
2026-02-26,Paris Basketball,Panathinaikos,104.0,99.0,2025-26,,,,,,,,,,,,,Home
2026-02-26,Bayern Munich,Real Madrid,70.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-03-05,Monaco,Fenerbahce,70.0,88.0,2025-26,,,,,,,,,,,,,Away
2026-03-05,Zalgiris,Valencia,87.0,91.0,2025-26,,,,,,,,,,,,,Away
2026-03-05,Barcelona,Olimpia Milano,84.0,87.0,2025-26,,,,,,,,,,,,,Away
2026-03-05,Virtus Bologna,Real Madrid,84.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-03-06,ASVEL,Efes,91.0,88.0,2025-26,,,,,,,,,,,,,Home
2026-03-06,Panathinaikos,Olympiacos,80.0,86.0,2025-26,,,,,,,,,,,,,Away
2026-03-06,Bayern Munich,Red Star Belgrade,85.0,80.0,2025-26,,,,,,,,,,,,,Home
2026-03-06,Paris Basketball,Baskonia,97.0,81.0,2025-26,,,,,,,,,,,,,Home
2026-03-10,Olympiacos,Paris Basketball,104.0,87.0,2025-26,,,,,,,,,,,,,Home
2026-03-11,Partizan,Virtus Bologna,88.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-03-12,Efes,Bayern Munich,81.0,80.0,2025-26,,,,,,,,,,,,,Home
2026-03-12,Baskonia,Dubai Basketball,94.0,100.0,2025-26,,,,,,,,,,,,,Away
2026-03-12,Zalgiris,Panathinaikos,88.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-03-12,ASVEL,Paris Basketball,81.0,90.0,2025-26,,,,,,,,,,,,,Away
2026-03-12,Valencia,Real Madrid,79.0,96.0,2025-26,,,,,,,,,,,,,Away
2026-03-12,Olympiacos,Monaco,80.0,81.0,2025-26,,,,,,,,,,,,,Away
2026-03-13,Maccabi Tel Aviv,Olimpia Milano,87.0,96.0,2025-26,,,,,,,,,,,,,Away
2026-03-13,Fenerbahce,Red Star Belgrade,73.0,79.0,2025-26,,,,,,,,,,,,,Away
2026-03-13,Hapoel Jerusalem,Barcelona,80.0,75.0,2025-26,,,,,,,,,,,,,Home
2026-03-17,Paris Basketball,Hapoel Jerusalem,82.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-03-17,Fenerbahce,Olympiacos,87.0,104.0,2025-26,,,,,,,,,,,,,Away
2026-03-17,Dubai Basketball,Partizan,74.0,88.0,2025-26,,,,,,,,,,,,,Away
2026-03-19,Partizan,Paris Basketball,90.0,81.0,2025-26,,,,,,,,,,,,,Home
