Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Season,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Winner
2022-02-10,CSKA Moscow,Maccabi Tel Aviv,75.0,84.0,2021-22,,,,,,,,,,,,,Away
2022-02-10,Baskonia,Olimpia Milano,78.0,89.0,2021-22,,,,,,,,,,,,,Away
2022-02-10,Zalgiris,Monaco,83.0,82.0,2021-22,,,,,,,,,,,,,Home
2022-02-11,Panathinaikos,ASVEL,76.0,63.0,2021-22,,,,,,,,,,,,,Home
2022-02-11,Barcelona,Real Madrid,86.0,68.0,2021-22,,,,,,,,,,,,,Home
2022-02-11,Red Star Belgrade,UNICS Kazan,84.0,77.0,2021-22,,,,,,,,,,,,,Home
2022-02-22,UNICS Kazan,Monaco,76.0,79.0,2021-22,,,,,,,,,,,,,Away
2022-02-24,Maccabi Tel Aviv,Efes,77.0,109.0,2021-22,,,,,,,,,,,,,Away
2022-02-24,Olimpia Milano,Olympiacos,58.0,67.0,2021-22,,,,,,,,,,,,,Away
2022-02-24,ALBA Berlin,ASVEL,82.0,80.0,2021-22,,,,,,,,,,,,,Home
2022-02-24,Real Madrid,Zalgiris,47.0,68.0,2021-22,,,,,,,,,,,,,Away
2022-02-25,Fenerbahce,Monaco,78.0,92.0,2021-22,,,,,,,,,,,,,Away
2022-02-25,Red Star Belgrade,Panathinaikos,73.0,79.0,2021-22,,,,,,,,,,,,,Away
2022-02-27,Fenerbahce,Red Star Belgrade,69.0,74.0,2021-22,,,,,,,,,,,,,Away
2022-03-01,Baskonia,Maccabi Tel Aviv,93.0,94.0,2021-22,,,,,,,,,,,,,Away
2022-03-01,Zalgiris,Panathinaikos,96.0,83.0,2021-22,,,,,,,,,,,,,Home
2022-03-03,Baskonia,Red Star Belgrade,83.0,86.0,2021-22,,,,,,,,,,,,,Away
2022-03-03,Monaco,Barcelona,83.0,88.0,2021-22,,,,,,,,,,,,,Away
2022-03-03,Fenerbahce,Efes,79.0,84.0,2021-22,,,,,,,,,,,,,Away
2022-03-03,Zalgiris,ALBA Berlin,74.0,82.0,2021-22,,,,,,,,,,,,,Away
2022-03-04,Olympiacos,Bayern Munich,98.0,88.0,2021-22,,,,,,,,,,,,,Home
2022-03-04,Olimpia Milano,Panathinaikos,76.0,75.0,2021-22,,,,,,,,,,,,,Home
2022-03-08,Real Madrid,Red Star Belgrade,62.0,65.0,2021-22,,,,,,,,,,,,,Away
2022-03-08,Efes,Baskonia,74.0,87.0,2021-22,,,,,,,,,,,,,Away
2022-03-10,Olympiacos,ALBA Berlin,75.0,90.0,2021-22,,,,,,,,,,,,,Away
2022-03-10,Olimpia Milano,Real Madrid,88.0,92.0,2021-22,,,,,,,,,,,,,Away
2022-03-10,Maccabi Tel Aviv,Red Star Belgrade,77.0,84.0,2021-22,,,,,,,,,,,,,Away
2022-03-10,Baskonia,ASVEL,72.0,69.0,2021-22,,,,,,,,,,,,,Home
2022-03-11,Efes,Monaco,80.0,102.0,2021-22,,,,,,,,,,,,,Away
2022-03-11,Barcelona,Zalgiris,84.0,91.0,2021-22,,,,,,,,,,,,,Away
2022-03-15,Olympiacos,Zalgiris,84.0,73.0,2021-22,,,,,,,,,,,,,Home
2022-03-17,Efes,Zalgiris,85.0,71.0,2021-22,,,,,,,,,,,,,Home
2022-03-17,ASVEL,Real Madrid,58.0,70.0,2021-22,,,,,,,,,,,,,Away
2022-03-17,Panathinaikos,Olympiacos,73.0,101.0,2021-22,,,,,,,,,,,,,Away
2022-03-18,Red Star Belgrade,Barcelona,70.0,82.0,2021-22,,,,,,,,,,,,,Away
2022-03-18,ALBA Berlin,Baskonia,68.0,85.0,2021-22,,,,,,,,,,,,,Away
2022-03-22,Barcelona,ALBA Berlin,95.0,79.0,2021-22,,,,,,,,,,,,,Home
2022-03-22,Real Madrid,Efes,90.0,93.0,2021-22,,,,,,,,,,,,,Away
2022-03-22,Olimpia Milano,Maccabi Tel Aviv,58.0,75.0,2021-22,,,,,,,,,,,,,Away
2022-03-22,Bayern Munich,Panathinaikos,67.0,80.0,2021-22,,,,,,,,,,,,,Away
2022-03-23,Olympiacos,Monaco,72.0,92.0,2021-22,,,,,,,,,,,,,Away
2022-03-23,Fenerbahce,Baskonia,62.0,77.0,2021-22,,,,,,,,,,,,,Away
2022-03-23,ASVEL,Zalgiris,72.0,68.0,2021-22,,,,,,,,,,,,,Home
2022-03-24,Olimpia Milano,Efes,83.0,77.0,2021-22,,,,,,,,,,,,,Home
2022-03-24,Real Madrid,Maccabi Tel Aviv,74.0,75.0,2021-22,,,,,,,,,,,,,Away
2022-03-25,Baskonia,Monaco,68.0,78.0,2021-22,,,,,,,,,,,,,Away
2022-03-25,Olympiacos,ASVEL,94.0,80.0,2021-22,,,,,,,,,,,,,Home
2022-03-25,Red Star Belgrade,ALBA Berlin,70.0,74.0,2021-22,,,,,,,,,,,,,Away
2022-03-25,Fenerbahce,Barcelona,67.0,88.0,2021-22,,,,,,,,,,,,,Away
2022-03-29,Bayern Munich,Olimpia Milano,77.0,84.0,2021-22,,,,,,,,,,,,,Away
2022-03-29,Maccabi Tel Aviv,Panathinaikos,95.0,83.0,2021-22,,,,,,,,,,,,,Home
2022-03-29,ALBA Berlin,Fenerbahce,66.0,57.0,2021-22,,,,,,,,,,,,,Home
2022-03-31,ASVEL,Maccabi Tel Aviv,73.0,94.0,2021-22,,,,,,,,,,,,,Away
2022-03-31,Monaco,Olimpia Milano,72.0,63.0,2021-22,,,,,,,,,,,,,Home
2022-03-31,Real Madrid,Panathinaikos,86.0,87.0,2021-22,,,,,,,,,,,,,Away
2022-04-01,ALBA Berlin,Efes,77.0,87.0,2021-22,,,,,,,,,,,,,Away
2022-04-01,Red Star Belgrade,Bayern Munich,57.0,82.0,2021-22,,,,,,,,,,,,,Away
2022-04-01,Barcelona,Olympiacos,66.0,73.0,2021-22,,,,,,,,,,,,,Away
2022-04-01,Zalgiris,Baskonia,79.0,96.0,2021-22,,,,,,,,,,,,,Away
2022-04-03,Red Star Belgrade,Zalgiris,98.0,103.0,2021-22,,,,,,,,,,,,,Away
2022-04-04,Bayern Munich,Fenerbahce,76.0,81.0,2021-22,,,,,,,,,,,,,Away
2022-04-06,Bayern Munich,Efes,76.0,81.0,2021-22,,,,,,,,,,,,,Away
2022-04-06,Panathinaikos,ALBA Berlin,78.0,87.0,2021-22,,,,,,,,,,,,,Away
2022-04-07,Maccabi Tel Aviv,Barcelona,104.0,80.0,2021-22,,,,,,,,,,,,,Home
2022-04-07,Olimpia Milano,ASVEL,81.0,80.0,2021-22,,,,,,,,,,,,,Home
2022-04-08,ALBA Berlin,Monaco,74.0,91.0,2021-22,,,,,,,,,,,,,Away
2022-04-08,Bayern Munich,Real Madrid,97.0,88.0,2021-22,,,,,,,,,,,,,Home
2022-04-08,Efes,Red Star Belgrade,85.0,93.0,2021-22,,,,,,,,,,,,,Away
2022-04-08,Panathinaikos,Fenerbahce,62.0,59.0,2021-22,,,,,,,,,,,,,Home
2022-04-13,Fenerbahce,Maccabi Tel Aviv,76.0,85.0,2021-22,,,,,,,,,,,,,Away
2022-04-19,Bayern Munich,Barcelona,67.0,77.0,2021-22,,,,,,,,,,,,,Away
2022-04-19,Efes,Olimpia Milano,64.0,48.0,2021-22,,,,,,,,,,,,,Home
2022-04-20,Monaco,Olympiacos,54.0,71.0,2021-22,,,,,,,,,,,,,Away
2022-04-20,Maccabi Tel Aviv,Real Madrid,74.0,84.0,2021-22,,,,,,,,,,,,,Away
2022-04-21,Bayern Munich,Barcelona,90.0,75.0,2021-22,,,,,,,,,,,,,Home
2022-04-21,Efes,Olimpia Milano,66.0,73.0,2021-22,,,,,,,,,,,,,Away
2022-04-22,Maccabi Tel Aviv,Real Madrid,66.0,95.0,2021-22,,,,,,,,,,,,,Away
2022-04-22,Monaco,Olympiacos,96.0,72.0,2021-22,,,,,,,,,,,,,Home
2022-04-26,Real Madrid,Maccabi Tel Aviv,87.0,76.0,2021-22,,,,,,,,,,,,,Home
2022-04-26,Olimpia Milano,Efes,65.0,77.0,2021-22,,,,,,,,,,,,,Away
2022-04-27,Barcelona,Bayern Munich,75.0,66.0,2021-22,,,,,,,,,,,,,Home
2022-04-27,Olympiacos,Monaco,87.0,83.0,2021-22,,,,,,,,,,,,,Home
2022-04-28,Olimpia Milano,Efes,70.0,75.0,2021-22,,,,,,,,,,,,,Away
2022-04-29,Barcelona,Bayern Munich,52.0,59.0,2021-22,,,,,,,,,,,,,Away
2022-04-29,Olympiacos,Monaco,77.0,78.0,2021-22,,,,,,,,,,,,,Away
2022-05-03,Bayern Munich,Barcelona,72.0,81.0,2021-22,,,,,,,,,,,,,Away
2022-05-04,Monaco,Olympiacos,88.0,94.0,2021-22,,,,,,,,,,,,,Away
2022-05-19,Real Madrid,Barcelona,86.0,83.0,2021-22,,,,,,,,,,,,,Home
2022-05-19,Efes,Olympiacos,77.0,74.0,2021-22,,,,,,,,,,,,,Home
2022-05-21,Olympiacos,Barcelona,74.0,84.0,2021-22,,,,,,,,,,,,,Away
2022-05-21,Efes,Real Madrid,58.0,57.0,2021-22,,,,,,,,,,,,,Home
2022-10-06,Baskonia,Valencia,81.0,71.0,2022-23,,,,,,,,,,,,,Home
2022-10-06,Real Madrid,Panathinaikos,71.0,68.0,2022-23,,,,,,,,,,,,,Home
2022-10-06,Olimpia Milano,ASVEL,69.0,62.0,2022-23,,,,,,,,,,,,,Home
2022-10-06,Fenerbahce,Bayern Munich,74.0,62.0,2022-23,,,,,,,,,,,,,Home
2022-10-06,Zalgiris,Maccabi Tel Aviv,83.0,84.0,2022-23,,,,,,,,,,,,,Away
2022-10-07,Partizan,ALBA Berlin,84.0,100.0,2022-23,,,,,,,,,,,,,Away
2022-10-07,Red Star Belgrade,Efes,59.0,72.0,2022-23,,,,,,,,,,,,,Away
2022-10-07,Olympiacos,Barcelona,80.0,70.0,2022-23,,,,,,,,,,,,,Home
2022-10-07,Monaco,Virtus Bologna,83.0,66.0,2022-23,,,,,,,,,,,,,Home
2022-10-13,Bayern Munich,Virtus Bologna,63.0,66.0,2022-23,,,,,,,,,,,,,Away
2022-10-13,Panathinaikos,Red Star Belgrade,77.0,75.0,2022-23,,,,,,,,,,,,,Home
2022-10-13,Real Madrid,Barcelona,73.0,75.0,2022-23,,,,,,,,,,,,,Away
2022-10-13,Efes,Monaco,92.0,95.0,2022-23,,,,,,,,,,,,,Away
2022-10-14,ALBA Berlin,Olimpia Milano,80.0,74.0,2022-23,,,,,,,,,,,,,Home
2022-10-14,Zalgiris,Olympiacos,80.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-10-14,Maccabi Tel Aviv,Fenerbahce,71.0,86.0,2022-23,,,,,,,,,,,,,Away
2022-10-14,ASVEL,Valencia,77.0,76.0,2022-23,,,,,,,,,,,,,Home
2022-10-14,Partizan,Baskonia,96.0,103.0,2022-23,,,,,,,,,,,,,Away
2022-10-18,ASVEL,Fenerbahce,63.0,84.0,2022-23,,,,,,,,,,,,,Away
2022-10-18,Virtus Bologna,Zalgiris,65.0,68.0,2022-23,,,,,,,,,,,,,Away
2022-10-18,Olimpia Milano,Partizan,80.0,75.0,2022-23,,,,,,,,,,,,,Home
2022-10-18,Barcelona,Bayern Munich,84.0,73.0,2022-23,,,,,,,,,,,,,Home
2022-10-18,Valencia,Efes,92.0,91.0,2022-23,,,,,,,,,,,,,Home
2022-10-18,Monaco,Maccabi Tel Aviv,70.0,78.0,2022-23,,,,,,,,,,,,,Away
2022-10-19,Panathinaikos,ALBA Berlin,65.0,94.0,2022-23,,,,,,,,,,,,,Away
2022-10-19,Olympiacos,Real Madrid,89.0,87.0,2022-23,,,,,,,,,,,,,Home
2022-10-19,Red Star Belgrade,Baskonia,75.0,92.0,2022-23,,,,,,,,,,,,,Away
2022-10-20,Olimpia Milano,Bayern Munich,83.0,81.0,2022-23,,,,,,,,,,,,,Home
2022-10-20,ASVEL,Maccabi Tel Aviv,69.0,88.0,2022-23,,,,,,,,,,,,,Away
2022-10-20,Virtus Bologna,Partizan,62.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-10-20,Valencia,Fenerbahce,77.0,79.0,2022-23,,,,,,,,,,,,,Away
2022-10-20,Barcelona,Zalgiris,72.0,73.0,2022-23,,,,,,,,,,,,,Away
2022-10-21,Olympiacos,Baskonia,97.0,92.0,2022-23,,,,,,,,,,,,,Home
2022-10-21,ALBA Berlin,Efes,74.0,78.0,2022-23,,,,,,,,,,,,,Away
2022-10-21,Monaco,Panathinaikos,83.0,80.0,2022-23,,,,,,,,,,,,,Home
2022-10-21,Red Star Belgrade,Real Madrid,56.0,72.0,2022-23,,,,,,,,,,,,,Away
2022-10-27,ALBA Berlin,Valencia,73.0,87.0,2022-23,,,,,,,,,,,,,Away
2022-10-27,Virtus Bologna,Real Madrid,95.0,91.0,2022-23,,,,,,,,,,,,,Home
2022-10-27,Panathinaikos,Maccabi Tel Aviv,74.0,85.0,2022-23,,,,,,,,,,,,,Away
2022-10-27,Monaco,Olympiacos,81.0,76.0,2022-23,,,,,,,,,,,,,Home
2022-10-27,Zalgiris,Partizan,76.0,87.0,2022-23,,,,,,,,,,,,,Away
2022-10-28,Fenerbahce,Efes,88.0,79.0,2022-23,,,,,,,,,,,,,Home
2022-10-28,Olimpia Milano,Barcelona,56.0,74.0,2022-23,,,,,,,,,,,,,Away
2022-10-28,Bayern Munich,Red Star Belgrade,72.0,78.0,2022-23,,,,,,,,,,,,,Away
2022-10-28,Baskonia,ASVEL,61.0,87.0,2022-23,,,,,,,,,,,,,Away
2022-11-03,Partizan,Panathinaikos,91.0,89.0,2022-23,,,,,,,,,,,,,Home
2022-11-03,Efes,Bayern Munich,78.0,81.0,2022-23,,,,,,,,,,,,,Away
2022-11-03,Real Madrid,Olimpia Milano,83.0,77.0,2022-23,,,,,,,,,,,,,Home
2022-11-03,Maccabi Tel Aviv,Baskonia,87.0,116.0,2022-23,,,,,,,,,,,,,Away
2022-11-04,ALBA Berlin,Zalgiris,81.0,88.0,2022-23,,,,,,,,,,,,,Away
2022-11-04,ASVEL,Virtus Bologna,84.0,79.0,2022-23,,,,,,,,,,,,,Home
2022-11-04,Fenerbahce,Barcelona,80.0,81.0,2022-23,,,,,,,,,,,,,Away
2022-11-04,Red Star Belgrade,Monaco,77.0,85.0,2022-23,,,,,,,,,,,,,Away
2022-11-04,Valencia,Olympiacos,83.0,82.0,2022-23,,,,,,,,,,,,,Home
2022-11-09,Virtus Bologna,Olimpia Milano,64.0,59.0,2022-23,,,,,,,,,,,,,Home
2022-11-10,Bayern Munich,ALBA Berlin,79.0,77.0,2022-23,,,,,,,,,,,,,Home
2022-11-10,Barcelona,Maccabi Tel Aviv,86.0,79.0,2022-23,,,,,,,,,,,,,Home
2022-11-10,Partizan,Olympiacos,58.0,87.0,2022-23,,,,,,,,,,,,,Away
2022-11-10,Efes,Real Madrid,85.0,94.0,2022-23,,,,,,,,,,,,,Away
2022-11-10,Red Star Belgrade,Fenerbahce,79.0,93.0,2022-23,,,,,,,,,,,,,Away
2022-11-10,Zalgiris,ASVEL,93.0,76.0,2022-23,,,,,,,,,,,,,Home
2022-11-11,Baskonia,Panathinaikos,83.0,98.0,2022-23,,,,,,,,,,,,,Away
2022-11-11,Monaco,Valencia,84.0,89.0,2022-23,,,,,,,,,,,,,Away
2022-11-17,Valencia,Virtus Bologna,59.0,89.0,2022-23,,,,,,,,,,,,,Away
2022-11-17,ASVEL,Red Star Belgrade,67.0,71.0,2022-23,,,,,,,,,,,,,Away
2022-11-17,ALBA Berlin,Real Madrid,72.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-11-17,Olympiacos,Bayern Munich,82.0,71.0,2022-23,,,,,,,,,,,,,Home
2022-11-17,Barcelona,Efes,86.0,96.0,2022-23,,,,,,,,,,,,,Away
2022-11-18,Baskonia,Monaco,74.0,79.0,2022-23,,,,,,,,,,,,,Away
2022-11-18,Maccabi Tel Aviv,Partizan,88.0,96.0,2022-23,,,,,,,,,,,,,Away
2022-11-18,Panathinaikos,Fenerbahce,77.0,107.0,2022-23,,,,,,,,,,,,,Away
2022-11-18,Olimpia Milano,Zalgiris,62.0,71.0,2022-23,,,,,,,,,,,,,Away
2022-11-22,Red Star Belgrade,ALBA Berlin,88.0,84.0,2022-23,,,,,,,,,,,,,Home
2022-11-22,Partizan,Barcelona,68.0,79.0,2022-23,,,,,,,,,,,,,Away
2022-11-22,Olympiacos,Maccabi Tel Aviv,84.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-11-22,Efes,Olimpia Milano,80.0,51.0,2022-23,,,,,,,,,,,,,Home
2022-11-22,Fenerbahce,Monaco,96.0,93.0,2022-23,,,,,,,,,,,,,Home
2022-11-22,Real Madrid,Valencia,80.0,73.0,2022-23,,,,,,,,,,,,,Home
2022-11-23,Bayern Munich,ASVEL,75.0,74.0,2022-23,,,,,,,,,,,,,Home
2022-11-23,Zalgiris,Baskonia,73.0,93.0,2022-23,,,,,,,,,,,,,Away
2022-11-23,Virtus Bologna,Panathinaikos,85.0,88.0,2022-23,,,,,,,,,,,,,Away
2022-11-24,Fenerbahce,Olimpia Milano,82.0,72.0,2022-23,,,,,,,,,,,,,Home
2022-11-24,ALBA Berlin,Olympiacos,76.0,86.0,2022-23,,,,,,,,,,,,,Away
2022-11-24,Partizan,Real Madrid,97.0,105.0,2022-23,,,,,,,,,,,,,Away
2022-11-24,Maccabi Tel Aviv,Red Star Belgrade,68.0,69.0,2022-23,,,,,,,,,,,,,Away
2022-11-25,Baskonia,Barcelona,84.0,96.0,2022-23,,,,,,,,,,,,,Away
2022-11-25,Bayern Munich,Monaco,79.0,80.0,2022-23,,,,,,,,,,,,,Away
2022-11-25,ASVEL,Panathinaikos,58.0,77.0,2022-23,,,,,,,,,,,,,Away
2022-11-25,Zalgiris,Valencia,80.0,76.0,2022-23,,,,,,,,,,,,,Home
2022-11-25,Efes,Virtus Bologna,85.0,80.0,2022-23,,,,,,,,,,,,,Home
2022-12-01,Olimpia Milano,Baskonia,62.0,78.0,2022-23,,,,,,,,,,,,,Away
2022-12-01,Valencia,Partizan,100.0,96.0,2022-23,,,,,,,,,,,,,Home
2022-12-01,Monaco,ASVEL,84.0,75.0,2022-23,,,,,,,,,,,,,Home
2022-12-01,Barcelona,ALBA Berlin,88.0,86.0,2022-23,,,,,,,,,,,,,Home
2022-12-01,Olympiacos,Efes,71.0,82.0,2022-23,,,,,,,,,,,,,Away
2022-12-02,Maccabi Tel Aviv,Bayern Munich,89.0,98.0,2022-23,,,,,,,,,,,,,Away
2022-12-02,Virtus Bologna,Red Star Belgrade,74.0,83.0,2022-23,,,,,,,,,,,,,Away
2022-12-02,Real Madrid,Fenerbahce,85.0,71.0,2022-23,,,,,,,,,,,,,Home
2022-12-02,Panathinaikos,Zalgiris,81.0,67.0,2022-23,,,,,,,,,,,,,Home
2022-12-08,Fenerbahce,ALBA Berlin,104.0,75.0,2022-23,,,,,,,,,,,,,Home
2022-12-08,Valencia,Maccabi Tel Aviv,68.0,84.0,2022-23,,,,,,,,,,,,,Away
2022-12-08,Olimpia Milano,Panathinaikos,77.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-12-08,Red Star Belgrade,Partizan,76.0,73.0,2022-23,,,,,,,,,,,,,Home
2022-12-08,Monaco,Real Madrid,95.0,94.0,2022-23,,,,,,,,,,,,,Home
2022-12-09,Bayern Munich,Baskonia,53.0,78.0,2022-23,,,,,,,,,,,,,Away
2022-12-09,ASVEL,Barcelona,75.0,74.0,2022-23,,,,,,,,,,,,,Home
2022-12-09,Virtus Bologna,Olympiacos,71.0,117.0,2022-23,,,,,,,,,,,,,Away
2022-12-09,Efes,Zalgiris,86.0,60.0,2022-23,,,,,,,,,,,,,Home
2022-12-13,Partizan,ASVEL,87.0,91.0,2022-23,,,,,,,,,,,,,Away
2022-12-13,Panathinaikos,Valencia,91.0,94.0,2022-23,,,,,,,,,,,,,Away
2022-12-13,Zalgiris,Red Star Belgrade,73.0,77.0,2022-23,,,,,,,,,,,,,Away
2022-12-13,Fenerbahce,Olympiacos,67.0,94.0,2022-23,,,,,,,,,,,,,Away
2022-12-13,Maccabi Tel Aviv,Olimpia Milano,77.0,71.0,2022-23,,,,,,,,,,,,,Home
2022-12-13,Real Madrid,Bayern Munich,68.0,64.0,2022-23,,,,,,,,,,,,,Home
2022-12-14,Baskonia,Efes,83.0,78.0,2022-23,,,,,,,,,,,,,Home
2022-12-14,Barcelona,Monaco,69.0,63.0,2022-23,,,,,,,,,,,,,Home
2022-12-14,ALBA Berlin,Virtus Bologna,76.0,85.0,2022-23,,,,,,,,,,,,,Away
2022-12-15,Real Madrid,Zalgiris,72.0,81.0,2022-23,,,,,,,,,,,,,Away
2022-12-15,Olympiacos,ASVEL,75.0,77.0,2022-23,,,,,,,,,,,,,Away
2022-12-15,Valencia,Bayern Munich,92.0,97.0,2022-23,,,,,,,,,,,,,Away
2022-12-15,Olimpia Milano,Red Star Belgrade,71.0,67.0,2022-23,,,,,,,,,,,,,Home
2022-12-16,Panathinaikos,Barcelona,68.0,74.0,2022-23,,,,,,,,,,,,,Away
2022-12-16,ALBA Berlin,Monaco,89.0,92.0,2022-23,,,,,,,,,,,,,Away
2022-12-16,Efes,Partizan,79.0,82.0,2022-23,,,,,,,,,,,,,Away
2022-12-16,Baskonia,Fenerbahce,76.0,70.0,2022-23,,,,,,,,,,,,,Home
2022-12-16,Maccabi Tel Aviv,Virtus Bologna,73.0,78.0,2022-23,,,,,,,,,,,,,Away
2022-12-22,Virtus Bologna,Baskonia,79.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-12-22,Partizan,Fenerbahce,73.0,72.0,2022-23,,,,,,,,,,,,,Home
2022-12-22,Maccabi Tel Aviv,ALBA Berlin,83.0,70.0,2022-23,,,,,,,,,,,,,Home
2022-12-22,Red Star Belgrade,Olympiacos,90.0,86.0,2022-23,,,,,,,,,,,,,Home
2022-12-22,ASVEL,Real Madrid,73.0,92.0,2022-23,,,,,,,,,,,,,Away
2022-12-23,Panathinaikos,Efes,69.0,88.0,2022-23,,,,,,,,,,,,,Away
2022-12-23,Monaco,Olimpia Milano,71.0,79.0,2022-23,,,,,,,,,,,,,Away
2022-12-23,Barcelona,Valencia,83.0,84.0,2022-23,,,,,,,,,,,,,Away
2022-12-23,Bayern Munich,Zalgiris,67.0,75.0,2022-23,,,,,,,,,,,,,Away
2022-12-29,Efes,Maccabi Tel Aviv,72.0,80.0,2022-23,,,,,,,,,,,,,Away
2022-12-29,Valencia,Olimpia Milano,79.0,90.0,2022-23,,,,,,,,,,,,,Away
2022-12-29,Zalgiris,Monaco,82.0,84.0,2022-23,,,,,,,,,,,,,Away
2022-12-29,Bayern Munich,Partizan,77.0,83.0,2022-23,,,,,,,,,,,,,Away
2022-12-29,Real Madrid,Baskonia,86.0,92.0,2022-23,,,,,,,,,,,,,Away
2022-12-30,Fenerbahce,Virtus Bologna,88.0,92.0,2022-23,,,,,,,,,,,,,Away
2022-12-30,ALBA Berlin,ASVEL,91.0,79.0,2022-23,,,,,,,,,,,,,Home
2022-12-30,Barcelona,Red Star Belgrade,99.0,94.0,2022-23,,,,,,,,,,,,,Home
2022-12-30,Olympiacos,Panathinaikos,95.0,71.0,2022-23,,,,,,,,,,,,,Home
2023-01-05,Baskonia,ALBA Berlin,84.0,85.0,2022-23,,,,,,,,,,,,,Away
2023-01-05,Virtus Bologna,Barcelona,83.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-01-05,Panathinaikos,Bayern Munich,68.0,84.0,2022-23,,,,,,,,,,,,,Away
2023-01-05,Monaco,Partizan,80.0,100.0,2022-23,,,,,,,,,,,,,Away
2023-01-05,Fenerbahce,Zalgiris,66.0,86.0,2022-23,,,,,,,,,,,,,Away
2023-01-06,ASVEL,Efes,72.0,78.0,2022-23,,,,,,,,,,,,,Away
2023-01-06,Olimpia Milano,Olympiacos,66.0,82.0,2022-23,,,,,,,,,,,,,Away
2023-01-06,Maccabi Tel Aviv,Real Madrid,65.0,98.0,2022-23,,,,,,,,,,,,,Away
2023-01-06,Red Star Belgrade,Valencia,77.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-01-10,Zalgiris,Virtus Bologna,87.0,77.0,2022-23,,,,,,,,,,,,,Home
2023-01-10,Fenerbahce,Panathinaikos,94.0,88.0,2022-23,,,,,,,,,,,,,Home
2023-01-10,Real Madrid,Red Star Belgrade,79.0,59.0,2022-23,,,,,,,,,,,,,Home
2023-01-10,Baskonia,Bayern Munich,79.0,92.0,2022-23,,,,,,,,,,,,,Away
2023-01-10,Olimpia Milano,ALBA Berlin,63.0,83.0,2022-23,,,,,,,,,,,,,Away
2023-01-10,Olympiacos,Monaco,60.0,64.0,2022-23,,,,,,,,,,,,,Away
2023-01-11,Partizan,Maccabi Tel Aviv,81.0,90.0,2022-23,,,,,,,,,,,,,Away
2023-01-11,Efes,Valencia,71.0,81.0,2022-23,,,,,,,,,,,,,Away
2023-01-11,Barcelona,ASVEL,82.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-01-12,Olympiacos,Virtus Bologna,85.0,83.0,2022-23,,,,,,,,,,,,,Home
2023-01-12,Bayern Munich,Fenerbahce,71.0,79.0,2022-23,,,,,,,,,,,,,Away
2023-01-12,Real Madrid,ALBA Berlin,84.0,77.0,2022-23,,,,,,,,,,,,,Home
2023-01-12,Monaco,Red Star Belgrade,68.0,92.0,2022-23,,,,,,,,,,,,,Away
2023-01-13,Efes,Barcelona,80.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-01-13,Zalgiris,Olimpia Milano,66.0,61.0,2022-23,,,,,,,,,,,,,Home
2023-01-13,Maccabi Tel Aviv,Panathinaikos,86.0,88.0,2022-23,,,,,,,,,,,,,Away
2023-01-13,Baskonia,Partizan,65.0,83.0,2022-23,,,,,,,,,,,,,Away
2023-01-13,Valencia,ASVEL,83.0,79.0,2022-23,,,,,,,,,,,,,Home
2023-01-19,Barcelona,Baskonia,85.0,78.0,2022-23,,,,,,,,,,,,,Home
2023-01-19,Panathinaikos,Virtus Bologna,64.0,74.0,2022-23,,,,,,,,,,,,,Away
2023-01-19,Monaco,Fenerbahce,94.0,98.0,2022-23,,,,,,,,,,,,,Away
2023-01-19,Partizan,Valencia,81.0,89.0,2022-23,,,,,,,,,,,,,Away
2023-01-19,ALBA Berlin,Maccabi Tel Aviv,74.0,87.0,2022-23,,,,,,,,,,,,,Away
2023-01-20,Bayern Munich,Efes,89.0,81.0,2022-23,,,,,,,,,,,,,Home
2023-01-20,ASVEL,Olimpia Milano,79.0,73.0,2022-23,,,,,,,,,,,,,Home
2023-01-20,Real Madrid,Olympiacos,60.0,73.0,2022-23,,,,,,,,,,,,,Away
2023-01-20,Red Star Belgrade,Zalgiris,66.0,71.0,2022-23,,,,,,,,,,,,,Away
2023-01-26,Valencia,ALBA Berlin,94.0,88.0,2022-23,,,,,,,,,,,,,Home
2023-01-26,Olimpia Milano,Monaco,88.0,101.0,2022-23,,,,,,,,,,,,,Away
2023-01-26,Zalgiris,Panathinaikos,65.0,89.0,2022-23,,,,,,,,,,,,,Away
2023-01-26,Barcelona,Real Madrid,86.0,91.0,2022-23,,,,,,,,,,,,,Away
2023-01-26,Fenerbahce,ASVEL,77.0,91.0,2022-23,,,,,,,,,,,,,Away
2023-01-27,Partizan,Red Star Belgrade,79.0,78.0,2022-23,,,,,,,,,,,,,Home
2023-01-27,Efes,Baskonia,111.0,114.0,2022-23,,,,,,,,,,,,,Away
2023-01-27,Virtus Bologna,Bayern Munich,84.0,91.0,2022-23,,,,,,,,,,,,,Away
